threshold,ROC AUC,AP,Accuracy,Balanced Acc,Precision,Recall,Specificity,F1,F2,MCC
0.18,0.65576003188945,0.22435862920732838,0.5756676557863502,0.6715054477810258,0.24431818181818182,0.8113207547169812,0.5316901408450704,0.37554585152838427,0.5541237113402062,0.24999754754492126
0.19,0.65576003188945,0.22435862920732838,0.5756676557863502,0.6715054477810258,0.24431818181818182,0.8113207547169812,0.5316901408450704,0.37554585152838427,0.5541237113402062,0.24999754754492126
0.2,0.65576003188945,0.22435862920732838,0.6053412462908012,0.6584174860483656,0.2468354430379747,0.7358490566037735,0.5809859154929577,0.3696682464454976,0.5270270270270271,0.2311400264522505
0.17,0.65576003188945,0.22435862920732838,0.35311572700296734,0.5778301886792453,0.1839080459770115,0.9056603773584906,0.25,0.30573248407643316,0.507399577167019,0.1355963920469256
0.05,0.65576003188945,0.22435862920732838,0.1572700296735905,0.5,0.1572700296735905,1.0,0.0,0.2717948717948718,0.482695810564663,0.0
0.06,0.65576003188945,0.22435862920732838,0.1572700296735905,0.5,0.1572700296735905,1.0,0.0,0.2717948717948718,0.482695810564663,0.0
0.07,0.65576003188945,0.22435862920732838,0.1572700296735905,0.5,0.1572700296735905,1.0,0.0,0.2717948717948718,0.482695810564663,0.0
0.08,0.65576003188945,0.22435862920732838,0.1572700296735905,0.5,0.1572700296735905,1.0,0.0,0.2717948717948718,0.482695810564663,0.0
0.09,0.65576003188945,0.22435862920732838,0.1572700296735905,0.5,0.1572700296735905,1.0,0.0,0.2717948717948718,0.482695810564663,0.0
0.1,0.65576003188945,0.22435862920732838,0.1572700296735905,0.5,0.1572700296735905,1.0,0.0,0.2717948717948718,0.482695810564663,0.0
0.11,0.65576003188945,0.22435862920732838,0.1572700296735905,0.5,0.1572700296735905,1.0,0.0,0.2717948717948718,0.482695810564663,0.0
0.12,0.65576003188945,0.22435862920732838,0.1572700296735905,0.5,0.1572700296735905,1.0,0.0,0.2717948717948718,0.482695810564663,0.0
0.13,0.65576003188945,0.22435862920732838,0.1572700296735905,0.5,0.1572700296735905,1.0,0.0,0.2717948717948718,0.482695810564663,0.0
0.14,0.65576003188945,0.22435862920732838,0.1572700296735905,0.5,0.1572700296735905,1.0,0.0,0.2717948717948718,0.482695810564663,0.0
0.15,0.65576003188945,0.22435862920732838,0.1572700296735905,0.5,0.1572700296735905,1.0,0.0,0.2717948717948718,0.482695810564663,0.0
0.16,0.65576003188945,0.22435862920732838,0.1572700296735905,0.5,0.1572700296735905,1.0,0.0,0.2717948717948718,0.482695810564663,0.0
0.21,0.65576003188945,0.22435862920732838,0.6053412462908012,0.6123770927451502,0.22602739726027396,0.6226415094339622,0.602112676056338,0.3316582914572864,0.4608938547486033,0.16512460108922963
0.22,0.65576003188945,0.22435862920732838,0.7002967359050445,0.5612875365399946,0.22093023255813954,0.3584905660377358,0.7640845070422535,0.2733812949640288,0.3187919463087248,0.10235597022916544
0.23,0.65576003188945,0.22435862920732838,0.7655786350148368,0.5386327398352379,0.22916666666666666,0.20754716981132076,0.8697183098591549,0.21782178217821782,0.21153846153846154,0.08048465186093635
0.24,0.65576003188945,0.22435862920732838,0.7922848664688428,0.5468044113739038,0.2702702702702703,0.18867924528301888,0.9049295774647887,0.22222222222222224,0.20080321285140562,0.10900650086063382
0.25,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.26,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.27,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.28,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.29,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.3,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.31,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.32,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.33,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.34,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.35,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.36,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.37,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.38,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.39,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.4,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.41,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.42,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.43,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.44,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.45,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.46,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.47,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.48,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.49,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.5,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.51,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.52,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.53,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.54,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.55,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.56,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.57,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.58,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.59,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.6,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.61,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.62,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.63,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.64,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.65,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.66,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.67,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.68,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.69,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.7,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.71,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.72,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.73,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.74,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.75,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.76,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.77,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.78,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.79,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.8,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.81,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.82,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.83,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.84,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.85,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.86,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.87,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.88,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.89,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.9,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.91,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.92,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.93,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.94,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.95,0.65576003188945,0.22435862920732838,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0
