trial,source,objective,delta,t_lr,t_mid,t_xgb,ROC AUC,AP,Accuracy,Balanced Acc,Precision,Recall,Specificity,F1,F2,MCC,threshold
30,bayes_ei,0.8019367670227068,0.16651686040928051,0.2953400167785527,0.29916339529475144,0.33834725010669453,0.6755248471963858,0.2873487944488784,0.56973293768546,0.6756577199043317,0.24444444444444444,0.8301886792452831,0.5211267605633803,0.37768240343347637,0.5612244897959183,0.2563942391390683,0.31
49,bayes_ei,0.8019367670227068,0.16438665919633735,0.28887109992860655,0.29196206849740947,0.3081406830018695,0.6755248471963858,0.2873487944488784,0.56973293768546,0.6756577199043317,0.24444444444444444,0.8301886792452831,0.5211267605633803,0.37768240343347637,0.5612244897959183,0.2563942391390683,0.32
12,initial,0.8014254683553377,0.1736308890218162,0.2478957509069189,0.28416181620602693,0.5290796048332052,0.6753919744884401,0.2855950209320888,0.5519287833827893,0.6727677385065107,0.2393617021276596,0.8490566037735849,0.4964788732394366,0.3734439834024897,0.5625,0.25328979360959564,0.25
51,bayes_ei,0.8010858994774038,0.0285965328684731,0.19352721804310669,0.24143691036368034,0.5328759103407135,0.6756577199043317,0.2877468681123606,0.5400593471810089,0.665725484985384,0.234375,0.8490566037735849,0.4823943661971831,0.3673469387755102,0.556930693069307,0.24371473287338627,0.1
60,bayes_ei,0.800939883017982,0.17628345064989567,0.270390236894078,0.2904782356665638,0.32334241062266617,0.6749269200106299,0.2866835141533945,0.5667655786350149,0.6738971565240499,0.2430939226519337,0.8301886792452831,0.5176056338028169,0.376068376068376,0.5597964376590332,0.2539323282153957,0.32
8,initial,0.800856352564087,0.03722926418568076,0.16907337129840638,0.3567801943919584,0.3998820273179007,0.6751926654265215,0.28763696487719287,0.543026706231454,0.6674860483656657,0.2356020942408377,0.8490566037735849,0.4859154929577465,0.3688524590163934,0.5583126550868488,0.24610057306884298,0.16
58,bayes_ei,0.8008535442823295,0.043072417721468984,0.26642854402727395,0.29480933220175143,0.2953057542793184,0.6747940473026841,0.286916184014861,0.5667655786350149,0.6738971565240499,0.2430939226519337,0.8301886792452831,0.5176056338028169,0.376068376068376,0.5597964376590332,0.2539323282153957,0.32
46,bayes_ei,0.800645782966888,0.046976125667214604,0.20867935292115342,0.3367708130556716,0.3607463567349687,0.674860483656657,0.2869528641257015,0.5459940652818991,0.6692466117459475,0.23684210526315788,0.8490566037735849,0.4894366197183099,0.3703703703703703,0.5597014925373135,0.24849154462718992,0.19
32,bayes_ei,0.8002709534354019,0.04850868199604827,0.24590447292299575,0.2678602147504786,0.4007628753505067,0.6742625564709009,0.28677138756509407,0.5489614243323442,0.6710071751262291,0.23809523809523808,0.8490566037735849,0.49295774647887325,0.371900826446281,0.5610972568578554,0.2508878753139311,0.22
48,bayes_ei,0.7998857439050288,0.03733068094406585,0.20685445697767252,0.47870530483163715,0.5605901193231517,0.6745283018867926,0.28739318033818084,0.5400593471810089,0.665725484985384,0.234375,0.8490566037735849,0.4823943661971831,0.3673469387755102,0.556930693069307,0.24371473287338627,0.09
38,bayes_ei,0.7998500696733483,0.17751533388164603,0.2108376479409374,0.246215630143449,0.4500606110350359,0.6741296837629551,0.28522062866860015,0.5667655786350149,0.6738971565240499,0.2430939226519337,0.8301886792452831,0.5176056338028169,0.376068376068376,0.5597964376590332,0.2539323282153957,0.37
34,bayes_ei,0.7995166854644309,0.0585527523299576,0.12164962285483626,0.3584748860561737,0.3781562887729909,0.6738639383470636,0.2862901031613824,0.5459940652818991,0.6692466117459475,0.23684210526315788,0.8490566037735849,0.4894366197183099,0.3703703703703703,0.5597014925373135,0.24849154462718992,0.19
18,bayes_ei,0.7994330550472848,0.07214992972874174,0.2406353975964794,0.3584174960042398,0.4591697401075881,0.6745283018867925,0.28896455661001996,0.5311572700296736,0.660443794844539,0.23076923076923078,0.8490566037735849,0.47183098591549294,0.36290322580645157,0.5528255528255529,0.23658573111865971,0.18
54,bayes_ei,0.7992412142474262,0.07064044450304628,0.1786781455947561,0.33013827886006053,0.43521729799476705,0.6743289928248738,0.28644988011612976,0.5370919881305638,0.6639649216051023,0.23316062176165803,0.8490566037735849,0.4788732394366197,0.3658536585365854,0.5555555555555556,0.2413337968754173,0.2
10,initial,0.7991640120985061,0.1506834733581966,0.22157641053951133,0.24009355667579338,0.3375701284530145,0.6742625564709009,0.2863960511413931,0.5370919881305638,0.6639649216051023,0.23316062176165803,0.8490566037735849,0.4788732394366197,0.3658536585365854,0.5555555555555556,0.2413337968754173,0.28
9,initial,0.7987611960574382,0.16601865702884092,0.14968012242258683,0.2893535996216231,0.4688603336977772,0.6734653202232262,0.2819069307686612,0.5519287833827893,0.6727677385065107,0.2393617021276596,0.8490566037735849,0.4964788732394366,0.3734439834024897,0.5625,0.25328979360959564,0.24
