dataset,y_true,xgb_mean_prob,lr_mean_prob,cat_mean_prob,bias,ensemble_prob,selected_threshold,y_pred_threshold_opt
train,1,0.1392768919467926,0.07548584676731394,0.0,-0.06379104517947866,0.10738136935705328,0.16,0
train,1,0.25271478295326233,0.26492127058018905,0.0,0.01220648762692672,0.2588180267667257,0.16,1
train,0,0.24652433395385742,0.24943636710249192,0.0,0.002912033148634502,0.2479803505281747,0.16,1
train,0,0.14101730287075043,0.053019999075815845,0.0,-0.08799730379493459,0.09701865097328313,0.16,0
train,1,0.25247472524642944,0.3216485663686292,0.0,0.06917384112219976,0.28706164580752935,0.16,1
train,0,0.1392768919467926,0.0689877585906616,0.0,-0.070289133356131,0.1041323252687271,0.16,0
train,0,0.242039754986763,0.2370546816912779,0.0,-0.004985073295485087,0.23954721833902046,0.16,1
train,0,0.24140554666519165,0.3317353081955547,0.0,0.09032976153036304,0.2865704274303732,0.16,1
train,0,0.23281635344028473,0.20461850267628492,0.0,-0.028197850763999804,0.2187174280582848,0.16,1
train,0,0.25032296776771545,0.3369904918217502,0.0,0.08666752405403477,0.29365672979473284,0.16,1
train,0,0.1392768919467926,0.07972705760294292,0.0,-0.05954983434384968,0.10950197477486776,0.16,0
train,0,0.2519374489784241,0.46286669098407646,0.0,0.21092924200565238,0.35740206998125024,0.16,1
train,0,0.24259452521800995,0.2482926702905345,0.0,0.0056981450725245575,0.2454435977542722,0.16,1
train,0,0.1392768919467926,0.06225795207230419,0.0,-0.0770189398744884,0.1007674220095484,0.16,0
train,0,0.23281635344028473,0.2292913177381008,0.0,-0.003525035702183932,0.23105383558919276,0.16,1
train,0,0.14101730287075043,0.05088065682434664,0.0,-0.09013664604640378,0.09594897984754854,0.16,0
train,0,0.24655646085739136,0.2542034453166789,0.0,0.00764698445928752,0.2503799530870351,0.16,1
train,1,0.25876328349113464,0.31170132228373876,0.0,0.052938038792604114,0.28523230288743673,0.16,1
train,1,0.24632032215595245,0.3124553449880597,0.0,0.06613502283210726,0.2793878335720061,0.16,1
train,0,0.1392768919467926,0.06970492512750229,0.0,-0.06957196681929032,0.10449090853714744,0.16,0
train,0,0.2634499967098236,0.33689631587056695,0.0,0.07344631916074335,0.30017315629019525,0.16,1
train,1,0.14347858726978302,0.07477166709718462,0.0,-0.0687069201725984,0.10912512718348383,0.16,0
train,0,0.1392768919467926,0.051132245197155674,0.0,-0.08814464674963693,0.09520456857197414,0.16,0
train,0,0.14101730287075043,0.04461724849975411,0.0,-0.09640005437099632,0.09281727568525228,0.16,0
train,0,0.2634499967098236,0.3281517932511889,0.0,0.06470179654136526,0.2958008949805062,0.16,1
train,0,0.25955432653427124,0.26715967080103786,0.0,0.007605344266766623,0.26335699866765455,0.16,1
train,0,0.2571200728416443,0.14362283306349663,0.0,-0.11349723977814766,0.20037145295257047,0.16,1
train,0,0.14101730287075043,0.05676445221173989,0.0,-0.08425285065901053,0.09889087754124516,0.16,0
train,0,0.14101730287075043,0.05234355566151551,0.0,-0.08867374720923492,0.09668042926613296,0.16,0
train,0,0.1392768919467926,0.07122772063625858,0.0,-0.06804917131053402,0.1052523062915256,0.16,0
train,0,0.14101730287075043,0.050178990025500025,0.0,-0.0908383128452504,0.09559814644812523,0.16,0
train,0,0.1392768919467926,0.04328483546531858,0.0,-0.09599205648147402,0.09128086370605559,0.16,0
train,0,0.25271478295326233,0.2460556330018437,0.0,-0.006659149951418641,0.249385207977553,0.16,1
train,0,0.23055477440357208,0.27655320071085726,0.0,0.04599842630728518,0.2535539875572147,0.16,1
train,0,0.14347858726978302,0.05472512421072624,0.0,-0.08875346305905678,0.09910185574025462,0.16,0
train,0,0.2549129128456116,0.28013077122918384,0.0,0.025217858383572267,0.2675218420373977,0.16,1
train,1,0.24655646085739136,0.26320148227340934,0.0,0.01664502141601798,0.25487897156540035,0.16,1
train,0,0.25271478295326233,0.2518561755295943,0.0,-0.0008586074236680563,0.2522854792414283,0.16,1
train,0,0.2429811656475067,0.3111992506493095,0.0,0.06821808500180276,0.2770902081484081,0.16,1
train,0,0.1392768919467926,0.27120562188121317,0.0,0.13192872993442056,0.20524125691400288,0.16,1
train,0,0.14347858726978302,0.06969604444669401,0.0,-0.073782542823089,0.10658731585823852,0.16,0
train,0,0.2634499967098236,0.33598346062494205,0.0,0.07253346391511845,0.29971672866738286,0.16,1
train,0,0.1392768919467926,0.0469944459155228,0.0,-0.09228244603126981,0.0931356689311577,0.16,0
train,0,0.25876328349113464,0.3215171710111312,0.0,0.06275388751999655,0.2901402272511329,0.16,1
train,1,0.25032296776771545,0.6674343045475364,0.0,0.41711133677982093,0.4588786361576259,0.16,1
train,0,0.23698480427265167,0.2696343530060753,0.0,0.03264954873342363,0.2533095786393635,0.16,1
train,0,0.25032296776771545,0.3109309981629216,0.0,0.060608030395206125,0.2806269829653185,0.16,1
train,0,0.2571200728416443,0.10119017783817745,0.0,-0.15592989500346682,0.17915512533991088,0.16,1
train,0,0.1392768919467926,0.05489256125119678,0.0,-0.08438433069559582,0.0970847265989947,0.16,0
train,0,0.14347858726978302,0.06760616288817657,0.0,-0.07587242438160645,0.10554237507897979,0.16,0
train,1,0.24140554666519165,0.29365702238825403,0.0,0.05225147572306238,0.2675312845267228,0.16,1
train,0,0.1392768919467926,0.009776076108857827,0.0,-0.12950081583793477,0.07452648402782522,0.16,0
train,0,0.2634499967098236,0.3381687404018299,0.0,0.07471874369200632,0.30080936855582674,0.16,1
train,0,0.2364388406276703,0.29410184290173197,0.0,0.05766300227406168,0.2652703417647011,0.16,1
train,0,0.14347858726978302,0.0631515429011518,0.0,-0.08032704436863122,0.10331506508546741,0.16,0
train,0,0.1392768919467926,0.06673283466098014,0.0,-0.07254405728581247,0.10300486330388636,0.16,0
train,0,0.2634499967098236,0.330595976085898,0.0,0.06714597937607442,0.29702298639786084,0.16,1
train,0,0.14347858726978302,0.07587016086188689,0.0,-0.06760842640789613,0.10967437406583495,0.16,0
train,0,0.14347858726978302,0.06622236046045567,0.0,-0.07725622680932735,0.10485047386511934,0.16,0
train,0,0.25271478295326233,0.2511690603095528,0.0,-0.0015457226437095017,0.2519419216314076,0.16,1
train,0,0.14101730287075043,0.04888758995730698,0.0,-0.09212971291344345,0.0949524464140287,0.16,0
train,1,0.2634499967098236,0.34654330173096076,0.0,0.08309330502113715,0.30499664922039216,0.16,1
train,0,0.1392768919467926,0.07572152090587825,0.0,-0.06355537104091435,0.10749920642633543,0.16,0
train,0,0.1392768919467926,0.048522951490374326,0.0,-0.09075394045641827,0.09389992171858347,0.16,0
train,0,0.14347858726978302,0.0692410338964704,0.0,-0.07423755337331261,0.10635981058312671,0.16,0
train,0,0.25271478295326233,0.2644626646709117,0.0,0.011747881717649344,0.258588723812087,0.16,1
train,0,0.14101730287075043,0.05184461089431139,0.0,-0.08917269197643904,0.09643095688253091,0.16,0
