dataset,y_true,xgb_mean_prob,lr_mean_prob,cat_mean_prob,bias,ensemble_prob,selected_threshold,y_pred_threshold_opt
train,0,0.2420714646577835,0.23837342540915518,0.0,-0.0036980392486283264,0.24022244503346935,0.16,1
train,0,0.14347858726978302,0.07315132024629592,0.0,-0.0703272670234871,0.10831495375803947,0.16,0
train,0,0.1392768919467926,0.12288419545549549,0.0,-0.016392696491297112,0.13108054370114405,0.16,0
train,1,0.2429811656475067,0.321868823985097,0.0,0.07888765833759026,0.28242499481630184,0.16,1
train,0,0.1392768919467926,0.0489841557521291,0.0,-0.0902927361946635,0.09413052384946086,0.16,0
train,0,0.1392768919467926,0.0556152798360784,0.0,-0.08366161211071421,0.0974460858914355,0.16,0
train,0,0.25250735878944397,0.3247367131768897,0.0,0.07222935438744571,0.2886220359831668,0.16,1
train,0,0.2634499967098236,0.32886507811565213,0.0,0.06541508140582852,0.29615753741273787,0.16,1
train,0,0.1392768919467926,0.0786418169000894,0.0,-0.06063507504670321,0.108959354423441,0.16,0
train,0,0.25247472524642944,0.32082027204747077,0.0,0.06834554680104132,0.2866474986469501,0.16,1
train,0,0.14347858726978302,0.06761804498199976,0.0,-0.07586054228778326,0.10554831612589138,0.16,0
train,0,0.1392768919467926,0.12543932283224535,0.0,-0.013837569114547255,0.13235810738951898,0.16,0
train,1,0.24632032215595245,0.32602393233836335,0.0,0.0797036101824109,0.2861721272471579,0.16,1
train,0,0.1392768919467926,0.049217749884688695,0.0,-0.09005914206210391,0.09424732091574065,0.16,0
train,0,0.14347858726978302,0.07139409601256187,0.0,-0.07208449125722115,0.10743634164117244,0.16,0
train,1,0.22699563205242157,0.20177074803915876,0.0,-0.02522488401326281,0.21438319004579015,0.16,1
train,0,0.1392768919467926,0.07050879223354041,0.0,-0.06876809971325219,0.1048928420901665,0.16,0
train,0,0.24655646085739136,0.2545633765484995,0.0,0.008006915691108119,0.2505599187029454,0.16,1
train,0,0.23928982019424438,0.2466732858461062,0.0,0.00738346565186182,0.2429815530201753,0.16,1
train,0,0.24579183757305145,0.2639300018793404,0.0,0.01813816430628895,0.25486091972619596,0.16,1
train,0,0.1392768919467926,0.0856423219052454,0.0,-0.0536345700415472,0.112459606926019,0.16,0
train,0,0.2429811656475067,0.30929411500490595,0.0,0.06631294935739923,0.27613764032620636,0.16,1
train,0,0.2429811656475067,0.3001399421847826,0.0,0.05715877653727591,0.27156055391614464,0.16,1
train,0,0.2364388406276703,0.30052449863482544,0.0,0.06408565800715516,0.26848166963124787,0.16,1
train,1,0.2634499967098236,0.33507547970633406,0.0,0.07162548299651045,0.2992627382080788,0.16,1
train,1,0.2549129128456116,0.26061884229996884,0.0,0.0057059294543572725,0.25776587757279024,0.16,1
train,0,0.1392768919467926,0.06809264750570672,0.0,-0.07118424444108588,0.10368476972624965,0.16,0
train,0,0.14347858726978302,0.017149658846799774,0.0,-0.12632892842298324,0.0803141230582914,0.16,0
train,1,0.14101730287075043,0.048102213517509346,0.0,-0.09291508935324108,0.09455975819412989,0.16,0
train,0,0.1392768919467926,0.07164132324977808,0.0,-0.06763556869701452,0.10545910759828533,0.16,0
train,0,0.1392768919467926,0.04370948954537461,0.0,-0.09556740240141799,0.09149319074608361,0.16,0
train,0,0.1392768919467926,0.06831848671923728,0.0,-0.07095840522755532,0.10379768933301495,0.16,0
train,0,0.14101730287075043,0.048102213517509346,0.0,-0.09291508935324108,0.09455975819412989,0.16,0
train,0,0.23698480427265167,0.3035236128788312,0.0,0.0665388086061795,0.27025420857574145,0.16,1
train,0,0.2571200728416443,0.33574843916737607,0.0,0.07862836632573178,0.2964342560045102,0.16,1
train,0,0.14101730287075043,0.05718931872527363,0.0,-0.08382798414547679,0.09910331079801203,0.16,0
train,0,0.242039754986763,0.6087295688392653,0.0,0.3666898138525023,0.42538466191301416,0.16,1
train,0,0.2634499967098236,0.3430884631768785,0.0,0.07963846646705491,0.30326922994335104,0.16,1
