threshold,ROC AUC,AP,Accuracy,Balanced Acc,Precision,Recall,Specificity,F1,F2,MCC
0.09,0.6735649747541854,0.2896244263645147,0.5548961424332344,0.6745283018867925,0.24064171122994651,0.8490566037735849,0.5,0.37499999999999994,0.5639097744360902,0.2556975288244511
0.08,0.6735649747541854,0.2896244263645147,0.5459940652818991,0.6692466117459475,0.23684210526315788,0.8490566037735849,0.4894366197183099,0.3703703703703703,0.5597014925373135,0.24849154462718992
0.16,0.6735649747541854,0.2896244263645147,0.56973293768546,0.6603109221365931,0.23863636363636365,0.7924528301886793,0.528169014084507,0.3668122270742359,0.5412371134020619,0.23367967547003485
0.14,0.6735649747541854,0.2896244263645147,0.5667655786350149,0.6585503587563115,0.23728813559322035,0.7924528301886793,0.5246478873239436,0.3652173913043478,0.5398457583547558,0.23117864028679183
0.15,0.6735649747541854,0.2896244263645147,0.5667655786350149,0.6585503587563115,0.23728813559322035,0.7924528301886793,0.5246478873239436,0.3652173913043478,0.5398457583547558,0.23117864028679183
0.13,0.6735649747541854,0.2896244263645147,0.5608308605341247,0.655029231995748,0.2346368715083799,0.7924528301886793,0.5176056338028169,0.3620689655172414,0.537084398976982,0.22619637312909482
0.21,0.6735649747541854,0.2896244263645147,0.5786350148367952,0.657919213393569,0.23976608187134502,0.7735849056603774,0.5422535211267606,0.3660714285714286,0.5352480417754569,0.22999054022389062
0.12,0.6735649747541854,0.2896244263645147,0.5548961424332344,0.6515081052351848,0.23204419889502761,0.7924528301886793,0.5105633802816901,0.3589743589743589,0.5343511450381679,0.22123884412424447
0.2,0.6735649747541854,0.2896244263645147,0.5727002967359051,0.6543980866330056,0.23699421965317918,0.7735849056603774,0.5352112676056338,0.36283185840707965,0.5324675324675324,0.22491790984439797
0.18,0.6735649747541854,0.2896244263645147,0.56973293768546,0.652637523252724,0.23563218390804597,0.7735849056603774,0.5316901408450704,0.36123348017621143,0.5310880829015544,0.22239242196657838
0.19,0.6735649747541854,0.2896244263645147,0.56973293768546,0.652637523252724,0.23563218390804597,0.7735849056603774,0.5316901408450704,0.36123348017621143,0.5310880829015544,0.22239242196657838
0.1,0.6735649747541854,0.2896244263645147,0.5459940652818991,0.6462264150943396,0.22826086956521738,0.7924528301886793,0.5,0.35443037974683544,0.5303030303030303,0.21384460913147957
0.11,0.6735649747541854,0.2896244263645147,0.5459940652818991,0.6462264150943396,0.22826086956521738,0.7924528301886793,0.5,0.35443037974683544,0.5303030303030303,0.21384460913147957
0.17,0.6735649747541854,0.2896244263645147,0.5667655786350149,0.6508769598724422,0.2342857142857143,0.7735849056603774,0.528169014084507,0.3596491228070176,0.5297157622739018,0.21987380567639153
0.07,0.6735649747541854,0.2896244263645147,0.42433234421364985,0.6047369120382673,0.19742489270386265,0.8679245283018868,0.3415492957746479,0.32167832167832167,0.5168539325842696,0.16509435951939302
0.22,0.6735649747541854,0.2896244263645147,0.5786350148367952,0.6425724156258305,0.23353293413173654,0.7358490566037735,0.5492957746478874,0.35454545454545455,0.5145118733509235,0.20762512752520249
0.06,0.6735649747541854,0.2896244263645147,0.3115727002967359,0.5608557002391709,0.17689530685920576,0.9245283018867925,0.19718309859154928,0.29696969696969694,0.5010224948875256,0.11582781259549524
0.24,0.6735649747541854,0.2896244263645147,0.6142433234421365,0.6406789795376029,0.24161073825503357,0.6792452830188679,0.602112676056338,0.3564356435643564,0.4986149584487535,0.20624539048964383
0.23,0.6735649747541854,0.2896244263645147,0.5845697329376854,0.6307467446186553,0.22981366459627328,0.6981132075471698,0.5633802816901409,0.34579439252336447,0.49597855227882026,0.19058499847701144
0.05,0.6735649747541854,0.2896244263645147,0.24629080118694363,0.5374701036407122,0.16831683168316833,0.9622641509433962,0.11267605633802817,0.2865168539325843,0.49514563106796117,0.09058394321372107
0.25,0.6735649747541854,0.2896244263645147,0.629080118694362,0.6264615997874037,0.2391304347826087,0.6226415094339622,0.6302816901408451,0.34554973821989526,0.4714285714285714,0.1872490791385581
0.26,0.6735649747541854,0.2896244263645147,0.6468842729970327,0.5986579856497476,0.22950819672131148,0.5283018867924528,0.6690140845070423,0.32,0.41916167664670656,0.14947212169597587
0.28,0.6735649747541854,0.2896244263645147,0.6795252225519288,0.5873305872973691,0.23300970873786409,0.4528301886792453,0.721830985915493,0.3076923076923077,0.38095238095238093,0.13802791896859987
0.29,0.6735649747541854,0.2896244263645147,0.6943620178041543,0.5884600053149083,0.23958333333333334,0.4339622641509434,0.7429577464788732,0.3087248322147651,0.3733766233766234,0.14270195528556617
0.27,0.6735649747541854,0.2896244263645147,0.655786350148368,0.5732460802551156,0.21621621621621623,0.4528301886792453,0.6936619718309859,0.29268292682926833,0.37151702786377716,0.11347384736896907
0.3,0.6735649747541854,0.2896244263645147,0.7002967359050445,0.5766343343077331,0.23333333333333334,0.39622641509433965,0.7570422535211268,0.29370629370629375,0.34768211920529807,0.12611906963425773
0.31,0.6735649747541854,0.2896244263645147,0.7181008902077152,0.5795243157055541,0.24390243902439024,0.37735849056603776,0.7816901408450704,0.2962962962962963,0.34013605442176875,0.13494289555102035
