trial,generation,rule_index,feature,rule_type,split_value,threshold_group,threshold_other,objective,ROC AUC,AP,Accuracy,Balanced Acc,Precision,Recall,Specificity,F1,F2,MCC,threshold
48,3,0,体重,numeric_gt,58.0,0.35626302413605265,0.3721275499177648,0.7987048563693155,0.6725352112676057,0.29010999663478915,0.5608308605341247,0.6703760297634866,0.24043715846994534,0.8301886792452831,0.5105633802816901,0.37288135593220334,0.5569620253164558,0.24902886486212816,0.26
46,3,10,bmi,numeric_gt,21.09375,0.2708069048076016,0.35056452267749183,0.7979836209297984,0.6722030294977411,0.28950892740728595,0.5400593471810089,0.665725484985384,0.234375,0.8490566037735849,0.4823943661971831,0.3673469387755102,0.556930693069307,0.24371473287338627,0.26
29,2,10,bmi,numeric_gt,21.09375,0.25968564950706763,0.34784124401084665,0.7978974082702652,0.6718708477278768,0.2881591702864886,0.5459940652818991,0.6692466117459475,0.23684210526315788,0.8490566037735849,0.4894366197183099,0.3703703703703703,0.5597014925373135,0.24849154462718992,0.28
47,3,41,放化疗史,numeric_gt,0.0,0.30940836100660557,0.3790697697393138,0.7971440451780987,0.6716715386659581,0.28398123167733713,0.5667655786350149,0.6738971565240499,0.2430939226519337,0.8301886792452831,0.5176056338028169,0.376068376068376,0.5597964376590332,0.2539323282153957,0.25
21,1,2,体重,numeric_gt,65.0,0.1422204861586163,0.232118336651998,0.7963279365480864,0.6750597927185756,0.2773221424992361,0.5519287833827893,0.6574209407387723,0.23369565217391305,0.8113207547169812,0.5035211267605634,0.3628691983122363,0.5429292929292929,0.23021572073468463,0.45
20,1,28,身高,numeric_le,174.0,0.15008044020538852,0.28466281590926007,0.79615045411687,0.6712064841881478,0.28782583386357063,0.56973293768546,0.6679843210204623,0.24157303370786518,0.8113207547169812,0.5246478873239436,0.3722943722943723,0.5512820512820512,0.24501196055605914,0.54
30,2,32,体重,numeric_le,70.0,0.3467036632241766,0.3749615105181444,0.7961088444056482,0.6718044113739037,0.280783936284963,0.5608308605341247,0.6703760297634866,0.24043715846994534,0.8301886792452831,0.5105633802816901,0.37288135593220334,0.5569620253164558,0.24902886486212816,0.24
25,2,14,bmi,numeric_gt,26.836402275999998,0.32816811131361884,0.29709061211129223,0.7936291626279227,0.6695455753388255,0.27967970757172594,0.5608308605341247,0.6703760297634866,0.24043715846994534,0.8301886792452831,0.5105633802816901,0.37288135593220334,0.5569620253164558,0.24902886486212816,0.31
9,0,26,身高,numeric_le,165.0,0.39387887256560267,0.23716528609958476,0.7920493649496189,0.673598192931172,0.25800755624978505,0.5637982195845698,0.6644631942598991,0.2388888888888889,0.8113207547169812,0.5176056338028169,0.36909871244635195,0.548469387755102,0.24005443985959288,0.3
1,0,10,bmi,numeric_gt,21.09375,0.23047117932383504,0.3367360855907631,0.7890796444963326,0.6663566303481266,0.2806848127585744,0.543026706231454,0.6598126494817964,0.2328042328042328,0.8301886792452831,0.4894366197183099,0.3636363636363636,0.5486284289276808,0.23446417407446046,0.31
17,1,4,体重,numeric_gt,76.0,0.2162552740342571,0.18627088077956225,0.789023759707379,0.6673531756577198,0.2689284343860462,0.5578635014836796,0.6686154663832049,0.2391304347826087,0.8301886792452831,0.5070422535211268,0.3713080168776372,0.5555555555555556,0.24658683233788967,0.41
23,1,4,体重,numeric_gt,76.0,0.25755271381167255,0.19514680904017337,0.7835568859487722,0.662901939941536,0.2664625766251789,0.5519287833827893,0.6650943396226415,0.23655913978494625,0.8301886792452831,0.5,0.3682008368200837,0.5527638190954774,0.24172097545305168,0.36
22,1,4,体重,numeric_gt,76.0,0.33772112721936115,0.2470168159288173,0.7821354282557001,0.6621711400478342,0.26560198535210255,0.5459940652818991,0.6615732128620782,0.23404255319148937,0.8301886792452831,0.49295774647887325,0.36514522821576767,0.55,0.2368778227489085,0.28
11,0,23,性别,categorical_eq,男,0.13865474603428438,0.23555443489882205,0.7776154673399678,0.6567233590220569,0.2754419649412363,0.5519287833827893,0.6574209407387723,0.23369565217391305,0.8113207547169812,0.5035211267605634,0.3628691983122363,0.5429292929292929,0.23021572073468463,0.45
16,1,4,体重,numeric_gt,76.0,0.3096654482619928,0.19397704963418128,0.7762616226515826,0.6573877225617858,0.2627461082698352,0.5578635014836796,0.6609420674993356,0.23626373626373626,0.8113207547169812,0.5105633802816901,0.3659574468085106,0.5456852791878173,0.23512301034096153,0.4
8,0,35,bmi,numeric_le,21.09375,0.32171742043053425,0.1738082770929269,0.7749915893174825,0.6553281955886261,0.27445050567222673,0.5400593471810089,0.6503786872176456,0.22872340425531915,0.8113207547169812,0.4894366197183099,0.3568464730290456,0.5375,0.2204658518882214,0.38
5,0,32,体重,numeric_le,70.0,0.2571819415249733,0.4968982834608994,0.773269892332357,0.6549295774647887,0.2705594273954198,0.56973293768546,0.652637523252724,0.23563218390804597,0.7735849056603774,0.5316901408450704,0.36123348017621143,0.5310880829015544,0.22239242196657838,0.27
4,0,22,性别,categorical_ne,女,0.263139831980999,0.474959090620521,0.7373555454672315,0.6252325272389052,0.25775428982001286,0.5459940652818991,0.6308796173266011,0.2222222222222222,0.7547169811320755,0.5070422535211268,0.34334763948497854,0.5102040816326531,0.1910350420211666,0.26
6,0,1,体重,numeric_gt,61.0,0.16628653003717386,0.3928064630520791,0.6672530638095768,0.5691602444857827,0.21902706744088227,0.20178041543026706,0.5264084507042254,0.16459627329192547,1.0,0.0528169014084507,0.2826666666666667,0.49625468164794007,0.09323875341647397,0.15
