trial,source,objective,threshold_primary,threshold_other,report_threshold,ROC AUC,AP,Accuracy,Balanced Acc,Precision,Recall,Specificity,F1,F2,MCC,threshold,tp,fp,tn,fn
58,bayes_ei,0.7355692073914534,0.4453959207518046,0.4356816688012695,0.5834961902572495,0.6776508105235185,0.28959198433967437,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5834961902572495,0,0,284,53
34,bayes_ei,0.7346204917699507,0.41617386294122694,0.18502000094463422,0.6574200862305065,0.6556603773584905,0.2718510137662971,0.8397626112759644,0.5519532288068031,0.4666666666666667,0.1320754716981132,0.971830985915493,0.20588235294117646,0.15418502202643175,0.1834281891111513,0.6574200862305065,7,8,276,46
5,initial,0.73418940680102,0.41814878084124313,0.15361190806093866,0.6617581314887634,0.6449641243688546,0.2682577659197633,0.7299703264094956,0.5635463725750731,0.2361111111111111,0.32075471698113206,0.8063380281690141,0.272,0.2992957746478873,0.11288303566847904,0.6617581314887634,17,55,229,36
10,initial,0.7312953162447061,0.41904722419360035,0.14557373093360307,0.6942674707964697,0.6433032155195322,0.2677325581451204,0.7833827893175074,0.5722163167685358,0.2916666666666667,0.2641509433962264,0.8802816901408451,0.27722772277227725,0.2692307692307692,0.150450243461458,0.6942674707964697,14,34,250,39
20,bayes_ei,0.7305343066919424,0.422416659200425,0.3854677868912146,0.5821134411074008,0.6733324475152804,0.28600929588330976,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5821134411074008,0,0,284,53
67,bayes_ei,0.7298862641442703,0.4179342039117595,0.3662000813829459,0.641100640565968,0.6726680839755516,0.28609090084359345,0.8427299703264095,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.641100640565968,0,0,284,53
43,bayes_ei,0.7100498523328609,0.2011184254496865,0.3931765160767915,0.5848227038657218,0.6446319425989901,0.25280353544291845,0.7952522255192879,0.5178713792187085,0.21428571428571427,0.11320754716981132,0.9225352112676056,0.14814814814814814,0.12500000000000003,0.04714405290574169,0.5848227038657218,6,22,262,47
78,bayes_ei,0.7061370999126287,0.14203153058885032,0.30539392622143335,0.6674215103298303,0.6319425989901674,0.24839690960695374,0.7833827893175074,0.5415227212330588,0.25,0.18867924528301888,0.8943661971830986,0.21505376344086022,0.19841269841269843,0.0934769831960156,0.6674215103298303,10,30,254,43
68,bayes_ei,0.7011475112991062,0.14206917977561048,0.31839657904320573,0.5836023232261729,0.6142040924794048,0.2426375752837698,0.7774480712166172,0.5840419877757108,0.2962962962962963,0.3018867924528302,0.8661971830985915,0.29906542056074764,0.3007518796992481,0.16681431586045356,0.5836023232261729,16,38,246,37
18,bayes_ei,0.7008684567583794,0.1283571554300718,0.2939536811049067,0.6001479473463603,0.6139383470635131,0.24257102965959423,0.7774480712166172,0.5840419877757108,0.2962962962962963,0.3018867924528302,0.8661971830985915,0.29906542056074764,0.3007518796992481,0.16681431586045356,0.6001479473463603,16,38,246,37
29,bayes_ei,0.6899133573632311,0.12920477904661049,0.3025501830896219,0.6135227955411696,0.6082912569758172,0.2410329295722365,0.7744807121661721,0.5669346266276907,0.27450980392156865,0.2641509433962264,0.8697183098591549,0.2692307692307692,0.2661596958174905,0.1359908978243514,0.6135227955411696,14,37,247,39
13,bayes_ei,0.6843410986899381,0.15158144771484952,0.3482779451836514,0.5675860659144284,0.6029763486579857,0.2397461777949288,0.7744807121661721,0.5669346266276907,0.27450980392156865,0.2641509433962264,0.8697183098591549,0.2692307692307692,0.2661596958174905,0.1359908978243514,0.5675860659144284,14,37,247,39
24,bayes_ei,0.6774740304172326,0.13223788450901572,0.3111793693419719,0.6762878316635342,0.6049030029231995,0.24027954246481242,0.7833827893175074,0.5415227212330588,0.25,0.18867924528301888,0.8943661971830986,0.21505376344086022,0.19841269841269843,0.0934769831960156,0.6762878316635342,10,30,254,43
17,bayes_ei,0.654642960831783,0.18861065159008955,0.4132415573858523,0.6875347974679745,0.5983258038798831,0.23808871268783666,0.8397626112759644,0.5135862343874569,0.4,0.03773584905660377,0.9894366197183099,0.06896551724137931,0.046082949308755755,0.08182238966913934,0.6875347974679745,2,3,281,51
19,bayes_ei,0.6514875614959648,0.18202393189586935,0.40590547808071437,0.69400085319073,0.5954026043050757,0.23692771388278253,0.8397626112759644,0.5135862343874569,0.4,0.03773584905660377,0.9894366197183099,0.06896551724137931,0.046082949308755755,0.08182238966913934,0.69400085319073,2,3,281,51
82,bayes_ei,0.6385517612617262,0.1500096007452396,0.36836491725994186,0.6763934012882037,0.5772654796704757,0.2270587011179035,0.8041543026706232,0.5231530693595535,0.24,0.11320754716981132,0.9330985915492958,0.15384615384615385,0.12658227848101267,0.06432627039137122,0.6763934012882037,6,19,265,47
80,bayes_ei,0.6315700329842625,0.18512105883740176,0.44874868707978144,0.5729239115605715,0.5629152272123306,0.22069843385430676,0.7833827893175074,0.5415227212330588,0.25,0.18867924528301888,0.8943661971830986,0.21505376344086022,0.19841269841269843,0.0934769831960156,0.5729239115605715,10,30,254,43
11,initial,0.620639722291184,0.12586167424741046,0.3923060602558862,0.6381449903160155,0.553281955886261,0.21583349885279984,0.7804154302670623,0.539762157852777,0.24390243902439024,0.18867924528301888,0.8908450704225352,0.2127659574468085,0.19762845849802374,0.08856441569121384,0.6381449903160155,10,31,253,43
46,bayes_ei,0.6192990738806451,0.1328211445028827,0.3594575181787645,0.6968828391369181,0.5604570821153335,0.21992394560012274,0.7952522255192879,0.5178713792187085,0.21428571428571427,0.11320754716981132,0.9225352112676056,0.14814814814814814,0.12500000000000003,0.04714405290574169,0.6968828391369181,6,22,262,47
8,initial,0.6154406010161512,0.16777870164752987,0.4393842038567076,0.6780783219999396,0.5574674461865532,0.21899122467519605,0.8338278931750742,0.525411905394632,0.36363636363636365,0.07547169811320754,0.9753521126760564,0.125,0.08968609865470852,0.10412600058175644,0.6780783219999396,4,7,277,49
