trial,source,objective,rule_index,threshold_group,threshold_other,ROC AUC,AP,Accuracy,Balanced Acc,Precision,Recall,Specificity,F1,F2,MCC,threshold
14,bayes_ei,0.8512529931793211,37,0.39424554644756243,0.48595487930852305,0.710536805740101,0.33981375810038483,0.543026706231454,0.6905062450172734,0.2436548223350254,0.9056603773584906,0.4753521126760563,0.384,0.5867970660146701,0.28147458435352185,0.3
50,bayes_ei,0.8451604287866457,25,0.21340275043326057,0.35108404591840914,0.7108025511559926,0.3181784516209004,0.5548961424332344,0.6822017007706618,0.24338624338624337,0.8679245283018868,0.4964788732394366,0.3801652892561983,0.5735660847880298,0.2673115765534017,0.43
45,bayes_ei,0.842843996523436,13,0.4018546824294738,0.3164834697193213,0.7102046239702365,0.3133664676898148,0.5637982195845698,0.6798099920276375,0.24456521739130435,0.8490566037735849,0.5105633802816901,0.37974683544303794,0.5681818181818181,0.26295794394109473,0.37
7,initial,0.8391307680169503,5,0.3583550021818981,0.19467688961437635,0.707414297103375,0.3114688278114909,0.5400593471810089,0.6733988838692533,0.23711340206185566,0.8679245283018868,0.4788732394366197,0.3724696356275303,0.5665024630541873,0.25544918091716873,0.42
15,bayes_ei,0.8359500296236587,6,0.4904774126135387,0.35580692146831105,0.6971166622375764,0.3367727640753419,0.5459940652818991,0.6845934095136859,0.2422680412371134,0.8867924528301887,0.4823943661971831,0.3805668016194332,0.5788177339901477,0.2719408234399821,0.28
60,bayes_ei,0.8322085020565864,15,0.24766712565209562,0.26850906560621957,0.6981132075471698,0.31664716299710716,0.5727002967359051,0.6850916821684826,0.24861878453038674,0.8490566037735849,0.5211267605633803,0.38461538461538464,0.5725190839694657,0.2702790702609713,0.55
44,bayes_ei,0.8313465952188063,36,0.226633996888376,0.17911881371068958,0.6972495349455222,0.3179944171715736,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.65
38,bayes_ei,0.8312144887664257,22,0.4870113476886272,0.4375472062166183,0.7002391708743024,0.30371864774203505,0.5667655786350149,0.6815705554079192,0.2459016393442623,0.8490566037735849,0.5140845070422535,0.3813559322033898,0.569620253164557,0.26539126054521206,0.33
49,bayes_ei,0.8303336366387779,15,0.36226901028967706,0.40849923369981295,0.6976481530693595,0.3109365336522456,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.4
28,bayes_ei,0.8297776551753702,33,0.4218557481602494,0.3705884321243359,0.697315971299495,0.3098175351845295,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.39
46,bayes_ei,0.8283887735337564,2,0.1324320148195449,0.17048592385343742,0.7023651342014351,0.29200237398546286,0.5548961424332344,0.6668549030029232,0.23783783783783785,0.8301886792452831,0.5035211267605634,0.3697478991596639,0.5541561712846348,0.24415094813530555,0.7
19,bayes_ei,0.8278112914646852,25,0.3260463798254051,0.34553500145805904,0.6940605899548233,0.31626262335446315,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.43
55,bayes_ei,0.8264088742399165,4,0.22505163743463108,0.279777456901833,0.6940605899548233,0.3119110263492829,0.5637982195845698,0.6798099920276375,0.24456521739130435,0.8490566037735849,0.5105633802816901,0.37974683544303794,0.5681818181818181,0.26295794394109473,0.54
8,initial,0.8260790951878921,27,0.17953829021751183,0.2138529229499907,0.6914695721498805,0.3205567309952117,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.6
48,bayes_ei,0.8258706511861126,20,0.18716848725233912,0.19392233866493963,0.6923332447515281,0.3151961479780758,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.63
22,bayes_ei,0.8257800510825756,7,0.42713481163593714,0.4343723244841318,0.6925989901674195,0.31341442038093337,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.35
52,bayes_ei,0.8256784405835026,26,0.21156149282230918,0.1953257719321629,0.6935290991230401,0.3095887655837316,0.5667655786350149,0.6815705554079192,0.2459016393442623,0.8490566037735849,0.5140845070422535,0.3813559322033898,0.569620253164557,0.26539126054521206,0.62
1,initial,0.8255239959554475,7,0.3984639264115095,0.3620852423892995,0.690473026840287,0.32276396138095564,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.38
58,bayes_ei,0.8251194316544188,26,0.28035629792317696,0.486772525165225,0.690473026840287,0.3247238661868388,0.5608308605341247,0.6780494286473558,0.24324324324324326,0.8490566037735849,0.5070422535211268,0.3781512605042017,0.5667506297229219,0.2605313720894361,0.35
13,bayes_ei,0.8249278971479985,25,0.141312064383603,0.47535858464430397,0.6953893170342811,0.3018644051411455,0.5370919881305638,0.6716383204889715,0.2358974358974359,0.8679245283018868,0.4753521126760563,0.3709677419354839,0.5651105651105651,0.2530928514886366,0.31
5,initial,0.8245687229606052,39,0.4054665827792683,0.40959421158559156,0.6916024448578263,0.3123405063190483,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.37
54,bayes_ei,0.8230060875291916,37,0.4777290655437292,0.4755394577309339,0.6902737177783683,0.3111709645592698,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.31
2,initial,0.821921298674036,28,0.3250046625384594,0.25314890198889617,0.6938612808929046,0.3034060731256165,0.56973293768546,0.6679843210204623,0.24157303370786518,0.8113207547169812,0.5246478873239436,0.3722943722943723,0.5512820512820512,0.24501196055605914,0.51
26,bayes_ei,0.820513815332774,29,0.2818684757362879,0.299931942950019,0.6890114270528833,0.30900378351563346,0.5608308605341247,0.6780494286473558,0.24324324324324326,0.8490566037735849,0.5070422535211268,0.3781512605042017,0.5667506297229219,0.2605313720894361,0.48
10,initial,0.8202262633345884,28,0.40017069442052233,0.44179498700535774,0.6870847727876694,0.3158770576584121,0.5637982195845698,0.6798099920276375,0.24456521739130435,0.8490566037735849,0.5105633802816901,0.37974683544303794,0.5681818181818181,0.26295794394109473,0.34
4,initial,0.8197601708519269,34,0.376294452729595,0.385064270160443,0.687948445389317,0.3079006855944682,0.5667655786350149,0.6815705554079192,0.2459016393442623,0.8490566037735849,0.5140845070422535,0.3813559322033898,0.569620253164557,0.26539126054521206,0.39
16,bayes_ei,0.8191255958023367,8,0.21054176591470183,0.18039211531199495,0.6861546638320489,0.31502426477525625,0.5637982195845698,0.6798099920276375,0.24456521739130435,0.8490566037735849,0.5105633802816901,0.37974683544303794,0.5681818181818181,0.26295794394109473,0.6
36,bayes_ei,0.8186015207025525,34,0.4487306031389726,0.4667691336192179,0.6864204092479405,0.3110751621968776,0.5637982195845698,0.6798099920276375,0.24456521739130435,0.8490566037735849,0.5105633802816901,0.37974683544303794,0.5681818181818181,0.26295794394109473,0.31
18,bayes_ei,0.8173905181895105,4,0.2625163627831145,0.17637594386437866,0.6872176454956153,0.31130312091314233,0.5756676557863502,0.6715054477810258,0.24431818181818182,0.8113207547169812,0.5316901408450704,0.37554585152838427,0.5541237113402062,0.24999754754492126,0.68
51,bayes_ei,0.8172524097752807,24,0.34831932484536776,0.47068339370732476,0.6870847727876694,0.31127694238172265,0.5756676557863502,0.6715054477810258,0.24431818181818182,0.8113207547169812,0.5316901408450704,0.37554585152838427,0.5541237113402062,0.24999754754492126,0.46
40,bayes_ei,0.8158285575831918,23,0.4015754877507233,0.3071014542453645,0.6902072814243955,0.3089860630410132,0.4540059347181009,0.6300159447249535,0.2088888888888889,0.8867924528301887,0.3732394366197183,0.33812949640287776,0.5377574370709383,0.20096639686999954,0.39
23,bayes_ei,0.8148833393121254,23,0.18522820970085452,0.33652264619429406,0.6852909912304013,0.3108824920645624,0.5875370919881305,0.6708743024182833,0.24705882352941178,0.7924528301886793,0.5492957746478874,0.3766816143497758,0.5497382198952879,0.24884055358565738,0.67
35,bayes_ei,0.813630164779881,23,0.1786868047937439,0.43636427381001325,0.6840951368588891,0.3105958912609012,0.5875370919881305,0.6708743024182833,0.24705882352941178,0.7924528301886793,0.5492957746478874,0.3766816143497758,0.5497382198952879,0.24884055358565738,0.68
3,initial,0.8126272032330781,5,0.24287744123402666,0.2885682607519893,0.6821684825936754,0.3037854453131937,0.5608308605341247,0.6780494286473558,0.24324324324324326,0.8490566037735849,0.5070422535211268,0.3781512605042017,0.5667506297229219,0.2605313720894361,0.54
34,bayes_ei,0.8109710303765914,11,0.4993848709304532,0.27387009459612255,0.6801753919744884,0.3092673873277882,0.56973293768546,0.6756577199043317,0.24444444444444444,0.8301886792452831,0.5211267605633803,0.37768240343347637,0.5612244897959183,0.2563942391390683,0.52
56,bayes_ei,0.8099688387489771,30,0.3429989442090936,0.20852946036731662,0.6793781557268137,0.3161204344531151,0.5341246290801187,0.6622043582248206,0.23195876288659795,0.8490566037735849,0.4753521126760563,0.3643724696356275,0.5541871921182266,0.23895753839435532,0.44
17,bayes_ei,0.8023185407510899,15,0.30481022765920696,0.21825857146578542,0.6728009566834972,0.3053372100680183,0.5816023738872403,0.6750265745415891,0.2471264367816092,0.8113207547169812,0.5387323943661971,0.3788546255506608,0.5569948186528498,0.2550132037740808,0.58
9,initial,0.8021477989967593,17,0.23106865755028755,0.3676954928140843,0.679776773850651,0.280309674538302,0.4658753709198813,0.6447315971299495,0.21524663677130046,0.9056603773584906,0.38380281690140844,0.34782608695652173,0.5517241379310345,0.22273352890688633,0.41
37,bayes_ei,0.8001717784864625,37,0.16302188278005686,0.39949032255909606,0.6726680839755514,0.2953582067382481,0.4540059347181009,0.6530361413765613,0.21645021645021645,0.9433962264150944,0.3626760563380282,0.35211267605633806,0.5643340857787811,0.239972891707665,0.37
43,bayes_ei,0.7951674418319132,12,0.14602457495427923,0.3946455042970832,0.6680175391974489,0.29358924735601455,0.4540059347181009,0.6530361413765613,0.21645021645021645,0.9433962264150944,0.3626760563380282,0.35211267605633806,0.5643340857787811,0.239972891707665,0.38
42,bayes_ei,0.7928094766484675,0,0.22288231902948974,0.32025771527926356,0.6731331384533618,0.2719225316877613,0.5816023738872403,0.6596797767738507,0.2411764705882353,0.7735849056603774,0.545774647887324,0.36771300448430494,0.5366492146596858,0.2325382078316981,0.56
33,bayes_ei,0.7888719048684472,28,0.2949323952607974,0.4909493150279543,0.6638984852511294,0.3010812950844167,0.5578635014836796,0.6532686686154664,0.23333333333333334,0.7924528301886793,0.5140845070422535,0.3605150214592275,0.5357142857142858,0.22371464058011747,0.42
41,bayes_ei,0.7830442223121516,8,0.21587845324749994,0.3416900242641745,0.6648950305607227,0.27488266567564823,0.3649851632047478,0.6078926388519799,0.19391634980988592,0.9622641509433962,0.2535211267605634,0.3227848101265822,0.5368421052631579,0.18976896179967093,0.46
59,bayes_ei,0.782992609371976,17,0.20438186884112103,0.36952532387395254,0.6631012490034547,0.26791135065036775,0.4658753709198813,0.6447315971299495,0.21524663677130046,0.9056603773584906,0.38380281690140844,0.34782608695652173,0.5517241379310345,0.22273352890688633,0.41
24,bayes_ei,0.7823906424904182,27,0.4498491457075527,0.32546225518831595,0.6683497209673133,0.2709711104030472,0.32047477744807124,0.5814841881477545,0.18345323741007194,0.9622641509433962,0.2007042253521127,0.30815709969788524,0.5204081632653061,0.15611766231930044,0.33
20,bayes_ei,0.7815725034285023,9,0.27594193593477645,0.1484086547291253,0.6615732128620782,0.27227891358304507,0.5667655786350149,0.6585503587563115,0.23728813559322035,0.7924528301886793,0.5246478873239436,0.3652173913043478,0.5398457583547558,0.23117864028679183,0.67
32,bayes_ei,0.7795370043648177,27,0.145013133523589,0.4967945853246195,0.6556603773584906,0.30262382731229837,0.44807121661721067,0.6264948179643901,0.20704845814977973,0.8867924528301887,0.36619718309859156,0.3357142857142857,0.5353075170842825,0.1964221967087826,0.29
11,initial,0.7771866593475967,5,0.1307581553034022,0.1965275399151475,0.661639649216051,0.2777083985573218,0.3649851632047478,0.5925458410842412,0.1891891891891892,0.9245283018867925,0.2605633802816901,0.3141025641025641,0.5201698513800425,0.159766905641541,0.65
29,bayes_ei,0.7754080904258156,6,0.29939923072340446,0.4121523774013534,0.6633669944193463,0.2588934327703845,0.3887240356083086,0.5989569492426255,0.1927710843373494,0.9056603773584906,0.29225352112676056,0.31788079470198677,0.5206073752711496,0.16403343850554916,0.4
12,initial,0.7665780900127179,16,0.21886049240463692,0.40148565775448436,0.647887323943662,0.2640440929291597,0.42136498516320475,0.6336699441934627,0.2066115702479339,0.9433962264150944,0.323943661971831,0.3389830508474576,0.5506607929515419,0.21631736376139515,0.41
21,bayes_ei,0.7616017356814706,14,0.23197054063086675,0.3598703842294776,0.648551687483391,0.2716083052424393,0.3056379821958457,0.572681371246346,0.18021201413427562,0.9622641509433962,0.18309859154929578,0.3035714285714286,0.5151515151515151,0.1442647126888033,0.44
57,bayes_ei,0.7593907732807214,32,0.30724259718144364,0.19121961561216333,0.6464921605102313,0.27085112810449197,0.3056379821958457,0.572681371246346,0.18021201413427562,0.9622641509433962,0.18309859154929578,0.3035714285714286,0.5151515151515151,0.1442647126888033,0.5
47,bayes_ei,0.748421028952508,9,0.1722005053549444,0.4203082922027364,0.6282221631676853,0.2753740980606504,0.45103857566765576,0.635928780228541,0.21052631578947367,0.9056603773584906,0.36619718309859156,0.34163701067615654,0.5454545454545455,0.21157183254475811,0.39
31,bayes_ei,0.7375465611372719,31,0.4606611681568292,0.2599681277053789,0.624701036407122,0.2866278856489791,0.2166172106824926,0.5352112676056338,0.167192429022082,1.0,0.07042253521126761,0.28648648648648645,0.500945179584121,0.10850859283883894,0.2
