trial,source,objective,xgb,lr,cat,ROC AUC,AP,Accuracy,Balanced Acc,Precision,Recall,Specificity,F1,F2,MCC,threshold
2,initial,0.822456505491602,0.3889143024575557,0.31370416426379366,0.2973815332786507,0.690473026840287,0.3074265090617283,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.25
55,bayes_ei,0.8223421487220169,0.37160115642386504,0.2811007872002276,0.3472980563759074,0.6902737177783683,0.30785127052339667,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.26
35,bayes_ei,0.8223078360441254,0.25401490744908145,0.44164699887701625,0.30433809367390235,0.6895429178846665,0.3113337066024479,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.26
53,bayes_ei,0.8222468505070718,0.595046449961364,0.16033905174547614,0.24461449829315984,0.6910709540260431,0.30338859821029696,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.22
25,bayes_ei,0.8222069920354338,0.3952102022841918,0.29004564014221185,0.31474415757359636,0.690406590486314,0.3065111235507524,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.25
23,bayes_ei,0.8221666868338598,0.63553225988239,0.19424354986491302,0.17022419025269694,0.6907387722561785,0.3046486886935604,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.21
24,bayes_ei,0.8219849424612089,0.4635696305649649,0.24602240757992933,0.29040796185510576,0.6902737177783684,0.30606523921935574,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.24
60,bayes_ei,0.821741027852242,0.27118550747306014,0.4531423344556436,0.27567215807129625,0.6890114270528833,0.3111571198019468,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.25
13,bayes_ei,0.8215974051890914,0.5280438325747896,0.28309431532239515,0.18886185210281525,0.6895429178846665,0.3077815523272782,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.22
3,initial,0.8215900482633931,0.574568096098881,0.2711317138733492,0.15430019002776973,0.6896093542386394,0.3074125859289218,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.21
7,initial,0.8215627374726693,0.6582344978335728,0.19512943125415452,0.14663607091227268,0.6901408450704225,0.30461857781638746,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.2
58,bayes_ei,0.8214972315880434,0.5660070382632596,0.23730364847047397,0.19668931326626643,0.6900079723624767,0.3049554119329875,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.22
19,bayes_ei,0.8214689768345166,0.3476879026364793,0.4269981329825617,0.22531396438095902,0.6887456816369918,0.3111255917927777,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.24
27,bayes_ei,0.8214367729534593,0.6211369728424201,0.27753579694319996,0.10132723021437995,0.6896093542386393,0.30664620937925335,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.2
9,initial,0.8209089205388569,0.5576799314223796,0.3264450371516975,0.11587503142592293,0.6890114270528834,0.3069965832350206,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.21
52,bayes_ei,0.8208842755491433,0.526782134712775,0.36092497097693305,0.11229289431029194,0.6888121179909645,0.30786990359604754,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.21
10,initial,0.8208559391514292,0.4967020502357199,0.3557253950500487,0.14757255471423142,0.6885463725750731,0.30771852333180444,0.5727002967359051,0.6850916821684826,0.24861878453038674,0.8490566037735849,0.5211267605633803,0.38461538461538464,0.5725190839694657,0.2702790702609713,0.22
38,bayes_ei,0.8208248100790109,0.4269567068875668,0.35055253653260565,0.22249075657982753,0.6888121179909646,0.3075725762453844,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.24
6,initial,0.8207462512129821,0.5572816710783766,0.25858119921798006,0.18413712970364338,0.6891442997608292,0.30551887306591746,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.22
26,bayes_ei,0.8205948385251848,0.233230994721464,0.4658447120899412,0.30092429318859476,0.6887456816369918,0.31073762655714476,0.5608308605341247,0.6780494286473558,0.24324324324324326,0.8490566037735849,0.5070422535211268,0.3781512605042017,0.5667506297229219,0.2605313720894361,0.25
29,bayes_ei,0.8204814869226909,0.7053009061639595,0.20378316411769773,0.09091592971834281,0.689277172468775,0.30353068807473277,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.19
32,bayes_ei,0.8203432555923269,0.635408806376712,0.23852443424008557,0.1260667593832024,0.6890778634068562,0.3038360767325069,0.56973293768546,0.683331118788201,0.24725274725274726,0.8490566037735849,0.5176056338028169,0.3829787234042553,0.5710659898477157,0.26783155708395595,0.2
37,bayes_ei,0.8202002596536683,0.48822840191798744,0.3401404011659834,0.17163119691602918,0.6885463725750731,0.3071114936743946,0.5667655786350149,0.6815705554079192,0.2459016393442623,0.8490566037735849,0.5140845070422535,0.3813559322033898,0.569620253164557,0.26539126054521206,0.22
34,bayes_ei,0.8201035783398952,0.2989283527189478,0.4731142948104402,0.227957352470612,0.6884799362211003,0.3109270662077734,0.5578635014836796,0.6762888652670742,0.24193548387096775,0.8490566037735849,0.5035211267605634,0.37656903765690375,0.5653266331658291,0.25811131121314795,0.23
44,bayes_ei,0.8199372041774857,0.27287303993086276,0.4826161976042278,0.24451076246490944,0.6883470635131543,0.3107595589354555,0.5578635014836796,0.6762888652670742,0.24193548387096775,0.8490566037735849,0.5035211267605634,0.37656903765690375,0.5653266331658291,0.25811131121314795,0.23
