trial,rule_index,feature,rule_type,split_value,threshold_group,threshold_other,objective,ROC AUC,AP,Accuracy,Balanced Acc,Precision,Recall,Specificity,F1,F2,MCC,threshold
35,35,bmi,numeric_le,21.09375,0.23452325474788172,0.29558377723068374,0.855521504675031,0.7214323677916556,0.3230594945526919,0.5756676557863502,0.679178846664895,0.24719101123595505,0.8301886792452831,0.528169014084507,0.380952380952381,0.564102564102564,0.26133963125160825,0.62
15,18,年龄,numeric_le,57.0,0.4279188364968858,0.3189212439705257,0.8500762429456834,0.7142240233855967,0.34242811714273197,0.5341246290801187,0.6622043582248206,0.23195876288659795,0.8490566037735849,0.4753521126760563,0.3643724696356275,0.5541871921182266,0.23895753839435532,0.56
87,16,胸部外伤史,numeric_gt,0.0,0.17534553970378053,0.26167958788634893,0.8497633982503578,0.7100053149083178,0.3436171111871972,0.5756676557863502,0.6868522455487642,0.25,0.8490566037735849,0.5246478873239436,0.38626609442060084,0.5739795918367347,0.2727340384185437,0.66
80,29,体重,numeric_le,58.0,0.1365268265972852,0.24054368853869756,0.8488220988654136,0.7148551687483391,0.3278610181599186,0.5459940652818991,0.6692466117459475,0.23684210526315788,0.8490566037735849,0.4894366197183099,0.3703703703703703,0.5597014925373135,0.24849154462718992,0.68
9,0,体重,numeric_gt,58.0,0.42797186527676667,0.4050938360707148,0.8482504508061716,0.7088094605368057,0.34981876148264507,0.5756676557863502,0.679178846664895,0.24719101123595505,0.8301886792452831,0.528169014084507,0.380952380952381,0.564102564102564,0.26133963125160825,0.48
6,36,bmi,numeric_le,22.65625,0.24855584280782939,0.2664683705749455,0.8475002599664693,0.7106696784480468,0.3367667177279276,0.5756676557863502,0.679178846664895,0.24719101123595505,0.8301886792452831,0.528169014084507,0.380952380952381,0.564102564102564,0.26133963125160825,0.65
58,35,bmi,numeric_le,21.09375,0.18502950101554833,0.3725755328672338,0.8468625312619548,0.7160510231198512,0.30289959899193664,0.5667655786350149,0.6815705554079192,0.2459016393442623,0.8490566037735849,0.5140845070422535,0.3813559322033898,0.569620253164557,0.26539126054521206,0.63
70,29,体重,numeric_le,58.0,0.3755033073251732,0.3943982118574198,0.8463898901529562,0.707945787935158,0.34483432122480606,0.5756676557863502,0.679178846664895,0.24719101123595505,0.8301886792452831,0.528169014084507,0.380952380952381,0.564102564102564,0.26133963125160825,0.51
59,27,身高,numeric_le,170.0,0.46767395937372774,0.39361385955028705,0.8446491166855541,0.7084108424129685,0.33380518149874366,0.5756676557863502,0.679178846664895,0.24719101123595505,0.8301886792452831,0.528169014084507,0.380952380952381,0.564102564102564,0.26133963125160825,0.51
39,33,体重,numeric_le,76.0,0.38095804910741005,0.37920352609884034,0.8438231037400379,0.7050225883603508,0.3466163870342507,0.5756676557863502,0.679178846664895,0.24719101123595505,0.8301886792452831,0.528169014084507,0.380952380952381,0.564102564102564,0.26133963125160825,0.53
11,41,放化疗史,numeric_gt,0.0,0.4162921975726153,0.15003133630262633,0.8433822422227082,0.7066170608557003,0.3364397169708551,0.5756676557863502,0.679178846664895,0.24719101123595505,0.8301886792452831,0.528169014084507,0.380952380952381,0.564102564102564,0.26133963125160825,0.8
52,16,胸部外伤史,numeric_gt,0.0,0.30875131897637564,0.3141176881322282,0.8433335211167523,0.7060855700239171,0.33885356559999147,0.5756676557863502,0.679178846664895,0.24719101123595505,0.8301886792452831,0.528169014084507,0.380952380952381,0.564102564102564,0.26133963125160825,0.6
77,12,bmi,numeric_gt,23.87543253,0.2224132914570697,0.22530801312522164,0.8426344630982703,0.7054876428381611,0.3383479114363612,0.5756676557863502,0.679178846664895,0.24719101123595505,0.8301886792452831,0.528169014084507,0.380952380952381,0.564102564102564,0.26133963125160825,0.7
33,37,bmi,numeric_le,23.87543253,0.3106958185654576,0.3177054349721282,0.8418321392071498,0.7046239702365135,0.33865465498899766,0.5756676557863502,0.679178846664895,0.24719101123595505,0.8301886792452831,0.528169014084507,0.380952380952381,0.564102564102564,0.26133963125160825,0.59
2,43,性别,categorical_ne,男,0.36911233223021955,0.3577653893147025,0.8417271993428459,0.7050225883603508,0.33613686504829093,0.5756676557863502,0.679178846664895,0.24719101123595505,0.8301886792452831,0.528169014084507,0.380952380952381,0.564102564102564,0.26133963125160825,0.55
10,43,性别,categorical_ne,男,0.14685179530978573,0.47683426719110095,0.8417271993428459,0.7050225883603508,0.33613686504829093,0.5756676557863502,0.679178846664895,0.24719101123595505,0.8301886792452831,0.528169014084507,0.380952380952381,0.564102564102564,0.26133963125160825,0.43
23,42,性别,categorical_eq,女,0.1905451345900646,0.48632239183333176,0.8417271993428459,0.7050225883603508,0.33613686504829093,0.5756676557863502,0.679178846664895,0.24719101123595505,0.8301886792452831,0.528169014084507,0.380952380952381,0.564102564102564,0.26133963125160825,0.42
74,15,甲状腺手术史,numeric_le,0.0,0.4222084872636273,0.3687462751746005,0.8417271993428459,0.7050225883603508,0.33613686504829093,0.5756676557863502,0.679178846664895,0.24719101123595505,0.8301886792452831,0.528169014084507,0.380952380952381,0.564102564102564,0.26133963125160825,0.54
86,15,甲状腺手术史,numeric_le,0.0,0.2120204216752828,0.18681145933858562,0.8417271993428459,0.7050225883603508,0.33613686504829093,0.5756676557863502,0.679178846664895,0.24719101123595505,0.8301886792452831,0.528169014084507,0.380952380952381,0.564102564102564,0.26133963125160825,0.75
90,42,性别,categorical_eq,女,0.26886209367997554,0.3707629048406926,0.8417271993428459,0.7050225883603508,0.33613686504829093,0.5756676557863502,0.679178846664895,0.24719101123595505,0.8301886792452831,0.528169014084507,0.380952380952381,0.564102564102564,0.26133963125160825,0.54
25,43,性别,categorical_ne,男,0.21257723152522295,0.17043592747947944,0.8416555542012849,0.7049561520063778,0.3361108211103506,0.5756676557863502,0.679178846664895,0.24719101123595505,0.8301886792452831,0.528169014084507,0.380952380952381,0.564102564102564,0.26133963125160825,0.77
68,25,身高,numeric_le,162.6,0.3023766236886299,0.3534681117733156,0.8406214064514961,0.7058862609619984,0.33555990477134506,0.5548961424332344,0.6668549030029232,0.23783783783783785,0.8301886792452831,0.5035211267605634,0.3697478991596639,0.5541561712846348,0.24415094813530555,0.55
