id,y_true,0,1,2,3,4,5,6,7,8,9,10,11,12,cluster,pca_1,pca_2
797,0,0.24676458537578583,0.26342618465423584,0.24279707670211792,0.2634499967098236,0.2664759159088135,0.33852379237618513,0.6669057190511248,0.3598529839312622,0.33202699959593845,0.5569166849084629,0.5717773898441405,0.578851768943192,0.5442807271202148,0,3.830002830519294,0.11882389139583975
617,0,0.17255541682243347,0.14474348723888397,0.13657698035240173,0.14347858726978302,0.14411942660808563,0.07693644813197605,0.28829496994424714,0.08450670231641484,0.13635740869095334,0.36344378861815624,0.29973276166103796,0.388568755572864,0.4285544418701482,1,-2.562486210703043,0.1470891131998265
531,0,0.23419876396656036,0.25767016410827637,0.25001221895217896,0.25955432653427124,0.24363434314727783,0.2724909421866321,0.6057793053119346,0.2772866115643627,0.251468667345702,0.5446922235343168,0.6033043170929032,0.5629942550387069,0.5489782659991665,0,3.132907515547144,-0.5702935931283976
840,0,0.2314891368150711,0.26342618465423584,0.24906888604164124,0.25654336810112,0.2623772919178009,0.3193284475251986,0.5791008030165268,0.28026000807123436,0.20373955193092746,0.5463925366196152,0.528415833560297,0.5469223544108587,0.5339375598243,0,3.0006973724794355,-0.5745735525869979
2,0,0.2406768798828125,0.26963523030281067,0.25574833154678345,0.2571200728416443,0.2703988254070282,0.35320496730829193,0.6681471727229903,0.3891999899527341,0.3882046291217027,0.5409000369180785,0.5827150704577992,0.6203550389274798,0.54283649849487,0,4.063126446400767,0.42996929712710497
107,0,0.2406768798828125,0.26342618465423584,0.2646868824958801,0.2571200728416443,0.2703988254070282,0.33918467682427733,0.6680727080306366,0.36587157807354576,0.3690243002331158,0.5539543470369938,0.5830906989285244,0.5240655989802021,0.5323723294849265,0,3.8122110608773965,0.297960654541249
700,0,0.16598816215991974,0.14085574448108673,0.1292508989572525,0.14101730287075043,0.1403338760137558,0.04106213834155527,0.10622687513068016,0.02078008743458224,0.05410151978381609,0.28106500265600126,0.19473864091276766,0.14108879734681898,0.3344982954901756,1,-4.364815819379868,0.0419890550748335
781,0,0.17255541682243347,0.14474348723888397,0.13657698035240173,0.14347858726978302,0.14411942660808563,0.07587016086188689,0.2547951942441739,0.08896112325123094,0.1665120352817938,0.37551378449588735,0.35158353065765974,0.44566566608445607,0.42725842030464983,1,-2.3456721023938365,0.13476812106089686
521,0,0.24676458537578583,0.26342618465423584,0.2710297107696533,0.2634499967098236,0.2664759159088135,0.3325691459663662,0.6537020742411206,0.33733311899845553,0.314960426102544,0.5569166849084629,0.585036656953667,0.580196379841665,0.5358623096609652,0,3.8660595214108198,-0.14155059195229447
369,0,0.2077990025281906,0.21442043781280518,0.2006361484527588,0.2481546550989151,0.204820916056633,0.24142640809845559,0.4718355081077874,0.16708467052180245,0.11746054215503277,0.5335633357565914,0.49789795697310524,0.5101635808939725,0.5258583924284943,0,1.196011477226955,-0.8846882291909454
446,0,0.17248880863189697,0.14474348723888397,0.14804773032665253,0.14101730287075043,0.1403338760137558,0.05146734043467739,0.16773581645430466,0.039371269042834375,0.07160253238092736,0.36629284633842923,0.29910249007484885,0.34840803990240554,0.44783860255534513,1,-2.918904284454197,-0.4463884892856752
110,0,0.16279149055480957,0.14085574448108673,0.1292508989572525,0.14347858726978302,0.1412048637866974,0.06622236046045567,0.22103183028996012,0.05467952255200574,0.08152165394646815,0.288190308359097,0.20169248216593344,0.19184781123047046,0.34117611573192075,1,-3.9409705739809775,0.3557001466891746
205,1,0.24676458537578583,0.26342618465423584,0.2646868824958801,0.2634499967098236,0.2664759159088135,0.3365331068548781,0.6317266941854717,0.3522716707271944,0.34387076068071654,0.5564901059355298,0.5742921835125536,0.5704390232401569,0.5428735694534672,0,3.870692133380209,0.03734892564495464
724,0,0.16279149055480957,0.14085574448108673,0.13278086483478546,0.1392768919467926,0.1412048637866974,0.06617444003769417,0.21998951524358046,0.056949699496848326,0.07265072166190337,0.26665363041209733,0.16210281019232825,0.20321554701405248,0.3247449051983939,1,-4.112711034422769,0.4260976534302883
507,0,0.16279149055480957,0.14085574448108673,0.1292508989572525,0.14347858726978302,0.1412048637866974,0.2718587286687271,0.4942668055886805,0.26879895396380993,0.3806839048968187,0.36001245148861766,0.24071714286014181,0.2737244805332573,0.42016859281360425,1,-1.74063779533789,2.5983776670758814
772,1,0.21179361641407013,0.19178469479084015,0.25451764464378357,0.2333565056324005,0.20692113041877747,0.20838602655774355,0.4552492709645171,0.15675075366063693,0.21715842843712693,0.5418138162661199,0.45956827970578773,0.5079091007291894,0.5372310746579287,0,1.3427626837707185,-0.7126745666059348
164,1,0.2256653904914856,0.26963523030281067,0.25479069352149963,0.25032296776771545,0.2662617862224579,0.28869624441794456,0.5731954168728605,0.3091850863752551,0.3013441677790374,0.5626727564397292,0.6077692636511264,0.6408105708684728,0.5569780184478957,0,3.5366983574348225,-0.40569482127235346
62,0,0.2138689160346985,0.25767016410827637,0.24906888604164124,0.25271478295326233,0.2434324473142624,0.2525193153217726,0.50545589718129,0.19492803682618354,0.17673436371537846,0.5502570311622405,0.5709308953786187,0.5433515507075921,0.5420924657401437,0,2.3933091297430424,-1.0922863124099982
382,0,0.17255541682243347,0.14085574448108673,0.13681092858314514,0.1392768919467926,0.14411942660808563,0.06486042251818018,0.18295506022587016,0.05331559440631791,0.08141933575725144,0.3677361978504233,0.35763541674405386,0.3447096039454148,0.38618339432065724,1,-3.0076677443202766,-0.2258410787833735
750,0,0.2406768798828125,0.26342618465423584,0.25001221895217896,0.2571200728416443,0.2703988254070282,0.3344317365563634,0.6261519639937225,0.34082636307184183,0.3385147010068843,0.5465215525327468,0.584363854301282,0.5776997767522162,0.5381008684803098,0,3.68728817822786,0.06559204541032294
156,0,0.22829638421535492,0.21909692883491516,0.2720471918582916,0.23698480427265167,0.2359732985496521,0.3250334281646388,0.6061932711944693,0.2959285638424447,0.36882542596813817,0.5508400171693358,0.5824702867832002,0.5602391630514597,0.5460572969936488,0,3.1067060306311727,0.25017456886140876
220,1,0.24676458537578583,0.26963523030281067,0.24842247366905212,0.2634499967098236,0.2664759159088135,0.34654330173096076,0.6841084715639935,0.3908509524733031,0.36161307251324887,0.5666154441488307,0.6052849969535009,0.6330186210640812,0.5611992592147151,0,4.251305859170858,0.2107578797613697
