id,y_true,0,1,2,3,cluster,pca_1,pca_2
797,0,0.29696157482496904,0.7030196015024126,0.0,0.0,2,1.5746874187709794,-0.6591373294418422
617,0,0.11377537816142333,0.4392830343822748,1.0,0.0,3,-1.387873296927778,0.9962837134434281
531,0,0.2653289994953894,0.6878785147566338,1.0,0.0,1,0.9954307632863477,1.3099899080832103
840,0,0.2845694968117419,0.6903210084261836,0.0,0.0,2,1.4173397649902042,-0.6788397152443444
2,0,0.30001063514530457,0.7234069745018874,1.0,0.0,1,1.4357445112183647,1.3651222675411967
107,0,0.2937522309145143,0.7173678479795969,1.0,0.0,1,1.3581191025482737,1.3554636182896906
700,0,0.09639912042824816,0.37417123656985657,0.0,0.0,0,-1.5786465763311222,-1.0741818279507476
781,0,0.113299406799063,0.4381185204609803,1.0,0.0,3,-1.3972463198295313,0.9949992252614138
521,0,0.2943035283082752,0.7003476442629709,0.0,0.0,2,1.5411920426942223,-0.6633229846600796
369,0,0.24515127912494789,0.6454012982151361,0.0,0.0,2,0.8945610200891374,-0.7450411206331607
446,0,0.10104381455039,0.4068487111372231,1.0,0.0,3,-1.6449111506936929,0.9609232751067551
110,0,0.10899280310073162,0.4067195791325716,0.0,0.0,0,-1.322103442023945,-1.038841522231726
205,1,0.2960729687933803,0.7021294244488243,0.0,0.0,2,1.563504798387696,-0.660534225883087
724,0,0.10664528142325194,0.40084438028166375,0.0,0.0,0,-1.3689799048324494,-1.0452794303163837
507,0,0.20078516063186394,0.584708590322103,0.0,0.0,2,0.2563040165767645,-0.8274550658338344
772,1,0.22221014065509676,0.615548136687283,0.0,0.0,2,0.5720548008045477,-0.7864630359330838
164,1,0.2674521022176104,0.6902062557236369,1.0,0.0,1,1.0231371120554218,1.313484090398866
62,0,0.2526275220163584,0.6545002162435434,0.0,0.0,2,0.9965632595221475,-0.7320333752767959
382,0,0.10605872775570596,0.419950857094972,1.0,0.0,3,-1.5420592365874584,0.9751061289049271
750,0,0.29163060429662635,0.7152853735450223,1.0,0.0,1,1.3316306575808337,1.3521618578239245
156,0,0.2762881235566912,0.6814792816417296,0.0,0.0,2,1.3104385541357253,-0.6922836431110636
220,1,0.30054133883428213,0.7239120816303485,1.0,0.0,1,1.4422925870192953,1.3659358469906375
47,0,0.28820173580108155,0.6941076039495668,0.0,0.0,2,1.4637772778652136,-0.6730144468553002
142,0,0.11137693381565783,0.43337828567187797,1.0,0.0,3,-1.4352850060004922,0.9897824908186753
408,0,0.10725882878343213,0.4023881264768195,0.0,0.0,0,-1.3566879183078284,-1.0435904218680236
293,0,0.09654117760893155,0.37455295462393806,0.0,0.0,0,-1.5756810749460626,-1.0737718253831425
260,0,0.1125663396307374,0.4363179669183336,1.0,0.0,3,-1.4117167519113287,0.9930154410247752
639,0,0.2620078923679533,0.6655149526438833,0.0,0.0,2,1.1225688532810827,-0.7160258336395042
351,0,0.10815499023991249,0.42529957694052156,1.0,0.0,3,-1.4996965071004396,0.980934790225904
87,0,0.2897445624172055,0.69569957557663,0.0,0.0,2,1.483421258872714,-0.6705529145178417
297,0,0.2054447998184523,0.6120807209952807,1.0,0.0,1,0.16405392795019416,1.2035248437712305
270,0,0.332864803112189,0.736580579844701,0.0,0.0,2,2.014674787805664,-0.6045730829756886
508,0,0.10864740826480265,0.4265453297992726,1.0,0.0,3,-1.4897979057737765,0.9822956338938289
497,0,0.12950194343650456,0.47584440316382387,1.0,0.0,3,-1.0876018830402565,1.0372309392230434
717,1,0.22849448998201038,0.6240315539783876,0.0,0.0,2,0.6619036757280397,-0.7748778536271977
90,0,0.10210226163677863,0.38922908504811665,0.0,0.0,0,-1.4609042636146778,-1.057929668464827
381,0,0.24934772157118684,0.6696445461135475,1.0,0.0,1,0.783371890930632,1.2831326237098406
607,1,0.2162320004542081,0.607249759427684,0.0,0.0,2,0.4854606386449586,-0.797661762469582
79,0,0.09681541090749482,0.37528886267237554,0.0,0.0,0,-1.5699611493903363,-1.0729811005567145
76,0,0.09376282657165555,0.3670240273139303,0.0,0.0,0,-1.6339916628473024,-1.081840001979319
678,0,0.28950410663924786,0.6954520980874628,0.0,0.0,2,1.480362802243897,-0.6709360570074488
761,0,0.10231876222794742,0.4102214475439235,1.0,0.0,3,-1.6185575319623469,0.9645615646207772
233,0,0.10955988732441552,0.4288431676945361,1.0,0.0,3,-1.471507442331602,0.9848090791351581
555,0,0.2921092762591351,0.6981208938058207,0.0,0.0,2,1.5134377890041337,-0.6667946846703093
171,0,0.09652152148997975,0.3745001577997782,0.0,0.0,0,-1.576091303037,-1.0738285404073158
30,0,0.0958763149609303,0.3727634365442114,0.0,0.0,0,-1.5895750300796472,-1.0756930649600096
200,0,0.27025664194915877,0.6932486174596661,1.0,0.0,1,1.0595762949967333,1.3180744343023187
633,0,0.09714805948360908,0.37617980531546913,0.0,0.0,0,-1.5630312834759779,-1.0720232849131648
279,1,0.2871682020015789,0.6930357004257853,0.0,0.0,2,1.4505910481165876,-0.674667666185099
93,1,0.27275191297531487,0.6776127296258523,0.0,0.0,2,1.2643429034006701,-0.6980953162840313
125,0,0.2120283008290291,0.60127609648964,0.0,0.0,2,0.4238885087785182,-0.8056444055439356
424,0,0.28779044302581847,0.69368156762982,0.0,0.0,2,1.4585324290394917,-0.6736719324243493
337,1,0.25765886230588864,0.6792875396069047,1.0,0.0,1,0.8944428840135079,1.2972249066413981
447,0,0.10800786659181404,0.40426488338579836,0.0,0.0,0,-1.3417203250982217,-1.041534585255574
771,0,0.3003249539345446,0.7237062636970625,1.0,0.0,1,1.439623368340699,1.3656042262847934
285,0,0.28530576577251615,0.6910929896232426,0.0,0.0,2,1.4267745913266001,-0.6776554612817621
354,1,0.2526275220163584,0.6545002162435434,0.0,0.0,2,0.9965632595221475,-0.7320333752767959
438,0,0.10821475165592827,0.4254509804950534,1.0,0.0,3,-1.498494123543455,0.9811001142133643
578,0,0.27632563706725266,0.6815200025186218,0.0,0.0,2,1.310926093668276,-0.6922222222147971
328,0,0.2539978029848575,0.6561365979181703,0.0,0.0,2,1.0151046744594525,-0.7296736701393238
492,0,0.10246045651011003,0.4105945052358775,1.0,0.0,3,-1.6156374141374183,0.9649645269946269
255,1,0.276352911224749,0.6815496047019524,0.0,0.0,2,1.311280539641525,-0.6921775692487939
487,0,0.1325617985895712,0.4825512493506674,1.0,0.0,3,-1.0311803178149828,1.044880698534836
721,0,0.10088166847477333,0.38605180327285654,0.0,0.0,0,-1.4858801833522428,-1.0613725597817147
819,0,0.10688536277670782,0.4220688998278916,1.0,0.0,3,-1.525310524553266,0.9774114835009163
696,0,0.2727197267433625,0.6775772803215429,0.0,0.0,2,1.2639220843692522,-0.6981484134346949
451,0,0.2665032908239132,0.6891686330931146,1.0,0.0,1,1.0107681806682263,1.311924605236795
347,0,0.11183980993449005,0.43452500930636784,1.0,0.0,3,-1.4260997632002073,0.9910427501057811
661,0,0.16123373230775848,0.5186040111558065,0.0,0.0,0,-0.3717147656780894,-0.9102814042645336
533,1,0.10835128613867345,0.4257966629485754,1.0,0.0,3,-1.4957481841887093,0.9814776492470295
149,0,0.10927856194313793,0.4281361886456304,1.0,0.0,3,-1.4771393484481743,0.9840353038688042
366,0,0.2523315084005417,0.6541454639456855,0.0,0.0,2,0.9925516966051396,-0.7325441065524233
833,0,0.10876558522966202,0.4268437029717963,1.0,0.0,3,-1.4874252558858274,0.9826217599877284
459,0,0.09721504026682982,0.3763589739282038,0.0,0.0,0,-1.5616370352480793,-1.0718306008061256
433,1,0.2566957862957418,0.6593308542764637,0.0,0.0,2,1.0514752943636108,-0.7250491514357853
515,0,0.10577375973781301,0.39864146181108695,0.0,0.0,0,-1.3864898290437808,-1.0476864680263596
711,0,0.29434838863562374,0.7003929697317012,0.0,0.0,2,1.5417584834646167,-0.6632521629703778
782,0,0.2984802809589733,0.7219443601781802,1.0,0.0,1,1.4168324021177259,1.3627714695211488
241,0,0.1012528385433446,0.407403644449081,1.0,0.0,3,-1.640580795908502,0.9615213084122856
491,0,0.2610515650229476,0.664411782272998,0.0,0.0,2,1.1098199124935153,-0.7176423757370308
182,0,0.10267195776055554,0.39070374015767184,0.0,0.0,0,-1.4492879083437635,-1.056329215673676
133,0,0.358548892195808,0.7732937809423204,1.0,0.0,1,2.129345987747929,1.4503179692850117
582,0,0.5033377313853187,0.8608087057371226,1.0,0.0,4,3.6684127090561347,1.6330665003568667
181,0,0.08281292991268194,0.33599356918156464,0.0,0.0,0,-1.870482327041933,-1.1146967037097681
488,0,0.0901632253485279,0.3768425868063839,1.0,0.0,3,-1.8758319156651433,0.9289201422975026
