id,y_true,0,1,2,cluster,pca_1,pca_2
533,1,0.10835128613867345,0.20307514196649437,1.0,0,-1.5365095900523351,-0.01037568216616499
149,0,0.10927856194313793,0.2046270305738332,1.0,0,-1.5226375740395013,-0.005643983646236163
366,0,0.2523315084005417,0.41442393513858344,1.0,1,0.4752525559849234,0.7162677449353038
833,0,0.10876558522966202,0.2037688614379661,1.0,0,-1.530310015604954,-0.008261503908776857
459,0,0.09721504026682982,0.18421464664329834,1.0,0,-1.7041774114751318,-0.06726230511341916
433,1,0.2566957862957418,0.5659397046870468,0.0,2,2.0585797893734563,-1.4814683926704793
515,0,0.10577375973781301,0.3087139636297754,0.0,3,-0.22149649689801362,-2.252855778282097
711,0,0.29434838863562374,0.46658779944456535,1.0,1,1.0166657797319443,0.9257314437535672
782,0,0.2984802809589733,0.47152189805181105,1.0,1,1.0689685656860122,0.9462766366831789
241,0,0.1012528385433446,0.1911010436829681,1.0,0,-1.6431540554031758,-0.046623219794758496
491,0,0.2610515650229476,0.5715082981828732,0.0,2,2.115479101994462,-1.4597100663145315
182,0,0.10267195776055554,0.19350830585838855,1.0,0,-1.621769380305534,-0.03937297730471603
133,0,0.358548892195808,0.5396270616775195,1.0,1,1.811929966564465,1.2439719680488075
582,0,0.5033377313853187,0.680019286561273,1.0,4,3.488657141992716,1.955067269509102
181,0,0.08281292991268194,0.15919660184539977,1.0,0,-1.9240235220433886,-0.14100219292136298
488,0,0.0901632253485279,0.17205475423245825,1.0,0,-1.8113908409037833,-0.10334367189832475
