variant,stage,dataset,ROC AUC,AP,Accuracy,Balanced Acc,Precision,Recall,Specificity,F1,F2,MCC,threshold,tp,fp,tn,fn,is_terminal_output
no_catboost,round10,test,0.6682692307692308,0.21942736870795887,0.5882352941176471,0.6308760683760684,0.225,0.6923076923076923,0.5694444444444444,0.33962264150943394,0.48913043478260865,0.18875215010441826,0.6371430953214771,9,31,41,4,0
no_catboost,round10,external,0.5789473684210527,0.3088235294117647,0.7142857142857143,0.618421052631579,0.16666666666666666,0.5,0.7368421052631579,0.25,0.35714285714285715,0.15389675281277312,0.6371430953214771,1,5,14,1,0
equal_family_weights,upstream,train,0.7881676853574275,0.4375093840823698,0.5341246290801187,0.6852245548764284,0.24,0.9056603773584906,0.4647887323943662,0.3794466403162055,0.5825242718446602,0.27456828993668686,0.16,48,152,132,5,0
equal_family_weights,upstream,tuning,0.6757905926122775,0.28750405591469985,0.5667655786350149,0.6738971565240499,0.2430939226519337,0.8301886792452831,0.5176056338028169,0.37606837606837606,0.5597964376590332,0.2539323282153957,0.16,44,137,147,9,0
equal_family_weights,upstream,validation,0.7847222222222223,0.41289474414914684,0.5764705882352941,0.718482905982906,0.2553191489361702,0.9230769230769231,0.5138888888888888,0.4,0.6060606060606061,0.31633311383796653,0.16,12,35,37,1,0
equal_family_weights,upstream,test,0.6693376068376069,0.21667862350164985,0.5882352941176471,0.7254273504273505,0.2608695652173913,0.9230769230769231,0.5277777777777778,0.4067796610169492,0.6122448979591837,0.32565916668073464,0.16,12,34,38,1,0
equal_family_weights,upstream,external,0.7105263157894737,0.3333333333333333,0.6666666666666666,0.5921052631578947,0.14285714285714285,0.5,0.6842105263157895,0.2222222222222222,0.3333333333333333,0.11470786693528089,0.16,1,6,13,1,0
equal_family_weights,round8,train,0.7881676853574275,0.4375093840823698,0.5341246290801187,0.6852245548764284,0.24,0.9056603773584906,0.4647887323943662,0.3794466403162055,0.5825242718446602,0.27456828993668686,0.16,48,152,132,5,0
equal_family_weights,round8,tuning,0.6757905926122775,0.28750405591469985,0.5667655786350149,0.6738971565240499,0.2430939226519337,0.8301886792452831,0.5176056338028169,0.37606837606837606,0.5597964376590332,0.2539323282153957,0.16,44,137,147,9,0
equal_family_weights,round8,validation,0.7847222222222223,0.41289474414914684,0.5764705882352941,0.718482905982906,0.2553191489361702,0.9230769230769231,0.5138888888888888,0.4,0.6060606060606061,0.31633311383796653,0.16,12,35,37,1,0
equal_family_weights,round8,test,0.6693376068376069,0.21667862350164985,0.5882352941176471,0.7254273504273505,0.2608695652173913,0.9230769230769231,0.5277777777777778,0.4067796610169492,0.6122448979591837,0.32565916668073464,0.16,12,34,38,1,0
equal_family_weights,round8,external,0.7105263157894737,0.3333333333333333,0.6666666666666666,0.5921052631578947,0.14285714285714285,0.5,0.6842105263157895,0.2222222222222222,0.3333333333333333,0.11470786693528089,0.16,1,6,13,1,0
equal_family_weights,round9,train,0.7485051820356099,0.37368149012529944,0.5222551928783383,0.6781823013553017,0.23529411764705882,0.9056603773584906,0.4507042253521127,0.3735408560311284,0.576923076923077,0.2654304602716121,0.29,48,156,128,5,1
equal_family_weights,round9,tuning,0.695455753388254,0.30048781937035013,0.5578635014836796,0.6762888652670742,0.24193548387096775,0.8490566037735849,0.5035211267605634,0.37656903765690375,0.5653266331658291,0.25811131121314795,0.29,45,141,143,8,1
equal_family_weights,round9,validation,0.7483974358974359,0.35545109269122527,0.5529411764705883,0.7045940170940171,0.24489795918367346,0.9230769230769231,0.4861111111111111,0.3870967741935484,0.5940594059405941,0.29806539586477965,0.29,12,37,35,1,1
equal_family_weights,round9,test,0.7719017094017094,0.31885471721620645,0.5647058823529412,0.7115384615384616,0.25,0.9230769230769231,0.5,0.39344262295081966,0.6000000000000001,0.3071395763081003,0.29,12,36,36,1,1
equal_family_weights,round9,external,0.7105263157894737,0.3333333333333333,0.6666666666666666,0.5921052631578947,0.14285714285714285,0.5,0.6842105263157895,0.2222222222222222,0.3333333333333333,0.11470786693528089,0.29,1,6,13,1,1
equal_family_weights,round10,train,0.7823212862078129,0.4361929963210217,0.6112759643916914,0.7079790061121446,0.26785714285714285,0.8490566037735849,0.5669014084507042,0.4072398190045249,0.5921052631578948,0.3028646638312941,0.5767549908457905,45,123,161,8,0
equal_family_weights,round10,tuning,0.6841615732128621,0.28941934430635213,0.6231454005934718,0.6536340685623172,0.25,0.6981132075471698,0.6091549295774648,0.3681592039800995,0.5138888888888888,0.22539946063071703,0.5767549908457905,37,111,173,16,0
equal_family_weights,round10,validation,0.7462606837606838,0.3765142232047419,0.6,0.6378205128205128,0.23076923076923078,0.6923076923076923,0.5833333333333334,0.34615384615384615,0.4945054945054945,0.19909968010338752,0.5767549908457905,9,30,42,4,0
equal_family_weights,round10,test,0.6714743589743589,0.2172733306083998,0.5882352941176471,0.6308760683760684,0.225,0.6923076923076923,0.5694444444444444,0.33962264150943394,0.48913043478260865,0.18875215010441826,0.5767549908457905,9,31,41,4,0
equal_family_weights,round10,external,0.7894736842105263,0.3611111111111111,0.7142857142857143,0.618421052631579,0.16666666666666666,0.5,0.7368421052631579,0.25,0.35714285714285715,0.15389675281277312,0.5767549908457905,1,5,14,1,0
no_round8,upstream,train,0.788499867127292,0.43426588493523566,0.5370919881305638,0.68698511825671,0.24120603015075376,0.9056603773584906,0.46830985915492956,0.38095238095238093,0.583941605839416,0.27686500301311884,0.17,48,151,133,5,0
no_round8,upstream,tuning,0.677385065107627,0.2892711478127874,0.56973293768546,0.6756577199043317,0.24444444444444444,0.8301886792452831,0.5211267605633803,0.3776824034334764,0.5612244897959183,0.2563942391390683,0.17,44,136,148,9,0
no_round8,upstream,validation,0.7857905982905984,0.41358033307002995,0.5882352941176471,0.7254273504273505,0.2608695652173913,0.9230769230769231,0.5277777777777778,0.4067796610169492,0.6122448979591837,0.32565916668073464,0.17,12,34,38,1,0
no_round8,upstream,test,0.6736111111111112,0.22449408178595515,0.5882352941176471,0.7254273504273505,0.2608695652173913,0.9230769230769231,0.5277777777777778,0.4067796610169492,0.6122448979591837,0.32565916668073464,0.17,12,34,38,1,0
no_round8,upstream,external,0.7105263157894737,0.3333333333333333,0.6666666666666666,0.5921052631578947,0.14285714285714285,0.5,0.6842105263157895,0.2222222222222222,0.3333333333333333,0.11470786693528089,0.17,1,6,13,1,0
no_round8,round8,train,0.788499867127292,0.43426588493523566,0.5370919881305638,0.68698511825671,0.24120603015075376,0.9056603773584906,0.46830985915492956,0.38095238095238093,0.583941605839416,0.27686500301311884,0.17,48,151,133,5,0
no_round8,round8,tuning,0.677385065107627,0.2892711478127874,0.56973293768546,0.6756577199043317,0.24444444444444444,0.8301886792452831,0.5211267605633803,0.3776824034334764,0.5612244897959183,0.2563942391390683,0.17,44,136,148,9,0
no_round8,round8,validation,0.7857905982905984,0.41358033307002995,0.5882352941176471,0.7254273504273505,0.2608695652173913,0.9230769230769231,0.5277777777777778,0.4067796610169492,0.6122448979591837,0.32565916668073464,0.17,12,34,38,1,0
no_round8,round8,test,0.6736111111111112,0.22449408178595515,0.5882352941176471,0.7254273504273505,0.2608695652173913,0.9230769230769231,0.5277777777777778,0.4067796610169492,0.6122448979591837,0.32565916668073464,0.17,12,34,38,1,0
no_round8,round8,external,0.7105263157894737,0.3333333333333333,0.6666666666666666,0.5921052631578947,0.14285714285714285,0.5,0.6842105263157895,0.2222222222222222,0.3333333333333333,0.11470786693528089,0.17,1,6,13,1,0
no_round8,round9,train,0.7475086367260165,0.36825696559377397,0.5222551928783383,0.6781823013553017,0.23529411764705882,0.9056603773584906,0.4507042253521127,0.3735408560311284,0.576923076923077,0.2654304602716121,0.3,48,156,128,5,1
no_round8,round9,tuning,0.6973159712994951,0.30150110655736406,0.5608308605341247,0.6780494286473558,0.24324324324324326,0.8490566037735849,0.5070422535211268,0.37815126050420167,0.5667506297229219,0.2605313720894361,0.3,45,140,144,8,1
no_round8,round9,validation,0.7473290598290598,0.35362027810243696,0.5647058823529412,0.7115384615384616,0.25,0.9230769230769231,0.5,0.39344262295081966,0.6000000000000001,0.3071395763081003,0.3,12,36,36,1,1
no_round8,round9,test,0.7761752136752137,0.33232828958400956,0.5647058823529412,0.7115384615384616,0.25,0.9230769230769231,0.5,0.39344262295081966,0.6000000000000001,0.3071395763081003,0.3,12,36,36,1,1
no_round8,round9,external,0.7105263157894737,0.3333333333333333,0.6666666666666666,0.5921052631578947,0.14285714285714285,0.5,0.6842105263157895,0.2222222222222222,0.3333333333333333,0.11470786693528089,0.3,1,6,13,1,1
no_round8,round10,train,0.7980334839224023,0.45009235219475197,0.6083086053412463,0.706218442731863,0.26627218934911245,0.8490566037735849,0.5633802816901409,0.40540540540540543,0.5905511811023623,0.30030088373497427,0.6371430953214771,45,124,160,8,0
no_round8,round10,tuning,0.6862211001860217,0.298890139656421,0.6142433234421365,0.6483523784214722,0.24503311258278146,0.6981132075471698,0.5985915492957746,0.3627450980392157,0.509641873278237,0.21720842582964364,0.6371430953214771,37,114,170,16,0
no_round8,round10,validation,0.7857905982905984,0.39759814671087546,0.6,0.6693376068376069,0.24390243902439024,0.7692307692307693,0.5694444444444444,0.37037037037037035,0.5376344086021506,0.24395126318795585,0.6371430953214771,10,31,41,3,0
no_round8,round10,test,0.6682692307692308,0.21942736870795887,0.5882352941176471,0.6308760683760684,0.225,0.6923076923076923,0.5694444444444444,0.33962264150943394,0.48913043478260865,0.18875215010441826,0.6371430953214771,9,31,41,4,0
no_round8,round10,external,0.5789473684210527,0.3088235294117647,0.7142857142857143,0.618421052631579,0.16666666666666666,0.5,0.7368421052631579,0.25,0.35714285714285715,0.15389675281277312,0.6371430953214771,1,5,14,1,0
no_round9_seed,upstream,train,0.788499867127292,0.43426588493523566,0.5370919881305638,0.68698511825671,0.24120603015075376,0.9056603773584906,0.46830985915492956,0.38095238095238093,0.583941605839416,0.27686500301311884,0.17,48,151,133,5,0
no_round9_seed,upstream,tuning,0.677385065107627,0.2892711478127874,0.56973293768546,0.6756577199043317,0.24444444444444444,0.8301886792452831,0.5211267605633803,0.3776824034334764,0.5612244897959183,0.2563942391390683,0.17,44,136,148,9,0
no_round9_seed,upstream,validation,0.7857905982905984,0.41358033307002995,0.5882352941176471,0.7254273504273505,0.2608695652173913,0.9230769230769231,0.5277777777777778,0.4067796610169492,0.6122448979591837,0.32565916668073464,0.17,12,34,38,1,0
no_round9_seed,upstream,test,0.6736111111111112,0.22449408178595515,0.5882352941176471,0.7254273504273505,0.2608695652173913,0.9230769230769231,0.5277777777777778,0.4067796610169492,0.6122448979591837,0.32565916668073464,0.17,12,34,38,1,0
no_round9_seed,upstream,external,0.7105263157894737,0.3333333333333333,0.6666666666666666,0.5921052631578947,0.14285714285714285,0.5,0.6842105263157895,0.2222222222222222,0.3333333333333333,0.11470786693528089,0.17,1,6,13,1,0
no_round9_seed,round8,train,0.788499867127292,0.43426588493523566,0.5370919881305638,0.68698511825671,0.24120603015075376,0.9056603773584906,0.46830985915492956,0.38095238095238093,0.583941605839416,0.27686500301311884,0.17,48,151,133,5,0
no_round9_seed,round8,tuning,0.677385065107627,0.2892711478127874,0.56973293768546,0.6756577199043317,0.24444444444444444,0.8301886792452831,0.5211267605633803,0.3776824034334764,0.5612244897959183,0.2563942391390683,0.17,44,136,148,9,0
no_round9_seed,round8,validation,0.7857905982905984,0.41358033307002995,0.5882352941176471,0.7254273504273505,0.2608695652173913,0.9230769230769231,0.5277777777777778,0.4067796610169492,0.6122448979591837,0.32565916668073464,0.17,12,34,38,1,0
no_round9_seed,round8,test,0.6736111111111112,0.22449408178595515,0.5882352941176471,0.7254273504273505,0.2608695652173913,0.9230769230769231,0.5277777777777778,0.4067796610169492,0.6122448979591837,0.32565916668073464,0.17,12,34,38,1,0
no_round9_seed,round8,external,0.7105263157894737,0.3333333333333333,0.6666666666666666,0.5921052631578947,0.14285714285714285,0.5,0.6842105263157895,0.2222222222222222,0.3333333333333333,0.11470786693528089,0.17,1,6,13,1,0
no_round9_seed,round9,train,0.7475086367260165,0.36825696559377397,0.5222551928783383,0.6781823013553017,0.23529411764705882,0.9056603773584906,0.4507042253521127,0.3735408560311284,0.576923076923077,0.2654304602716121,0.3,48,156,128,5,1
no_round9_seed,round9,tuning,0.6973159712994951,0.30150110655736406,0.5608308605341247,0.6780494286473558,0.24324324324324326,0.8490566037735849,0.5070422535211268,0.37815126050420167,0.5667506297229219,0.2605313720894361,0.3,45,140,144,8,1
no_round9_seed,round9,validation,0.7473290598290598,0.35362027810243696,0.5647058823529412,0.7115384615384616,0.25,0.9230769230769231,0.5,0.39344262295081966,0.6000000000000001,0.3071395763081003,0.3,12,36,36,1,1
no_round9_seed,round9,test,0.7761752136752137,0.33232828958400956,0.5647058823529412,0.7115384615384616,0.25,0.9230769230769231,0.5,0.39344262295081966,0.6000000000000001,0.3071395763081003,0.3,12,36,36,1,1
no_round9_seed,round9,external,0.7105263157894737,0.3333333333333333,0.6666666666666666,0.5921052631578947,0.14285714285714285,0.5,0.6842105263157895,0.2222222222222222,0.3333333333333333,0.11470786693528089,0.3,1,6,13,1,1
no_round9_seed,round10,train,0.7980334839224023,0.45009235219475197,0.6083086053412463,0.706218442731863,0.26627218934911245,0.8490566037735849,0.5633802816901409,0.40540540540540543,0.5905511811023623,0.30030088373497427,0.6371430953214771,45,124,160,8,0
no_round9_seed,round10,tuning,0.6862211001860217,0.298890139656421,0.6142433234421365,0.6483523784214722,0.24503311258278146,0.6981132075471698,0.5985915492957746,0.3627450980392157,0.509641873278237,0.21720842582964364,0.6371430953214771,37,114,170,16,0
no_round9_seed,round10,validation,0.7857905982905984,0.39759814671087546,0.6,0.6693376068376069,0.24390243902439024,0.7692307692307693,0.5694444444444444,0.37037037037037035,0.5376344086021506,0.24395126318795585,0.6371430953214771,10,31,41,3,0
no_round9_seed,round10,test,0.6682692307692308,0.21942736870795887,0.5882352941176471,0.6308760683760684,0.225,0.6923076923076923,0.5694444444444444,0.33962264150943394,0.48913043478260865,0.18875215010441826,0.6371430953214771,9,31,41,4,0
no_round9_seed,round10,external,0.5789473684210527,0.3088235294117647,0.7142857142857143,0.618421052631579,0.16666666666666666,0.5,0.7368421052631579,0.25,0.35714285714285715,0.15389675281277312,0.6371430953214771,1,5,14,1,0
no_local_rules,upstream,train,0.788499867127292,0.43426588493523566,0.5370919881305638,0.68698511825671,0.24120603015075376,0.9056603773584906,0.46830985915492956,0.38095238095238093,0.583941605839416,0.27686500301311884,0.17,48,151,133,5,0
