threshold,ROC AUC,AP,Accuracy,Balanced Acc,Precision,Recall,Specificity,F1,F2,MCC
0.37,0.6735649747541854,0.27283334353605665,0.5548961424332344,0.6745283018867925,0.24064171122994651,0.8490566037735849,0.5,0.37499999999999994,0.5639097744360902,0.2556975288244511
0.38,0.6735649747541854,0.27283334353605665,0.5637982195845698,0.6721365931437683,0.24175824175824176,0.8301886792452831,0.5140845070422535,0.37446808510638296,0.5583756345177665,0.25147728371245875
0.43,0.6735649747541854,0.27283334353605665,0.5756676557863502,0.6715054477810258,0.24431818181818182,0.8113207547169812,0.5316901408450704,0.37554585152838427,0.5541237113402062,0.24999754754492126
0.41,0.6735649747541854,0.27283334353605665,0.5727002967359051,0.6697448844007441,0.24293785310734464,0.8113207547169812,0.528169014084507,0.3739130434782609,0.5526992287917738,0.24750112127917584
0.42,0.6735649747541854,0.27283334353605665,0.5727002967359051,0.6697448844007441,0.24293785310734464,0.8113207547169812,0.528169014084507,0.3739130434782609,0.5526992287917738,0.24750112127917584
0.36,0.6735649747541854,0.27283334353605665,0.5252225519287834,0.6569226680839756,0.22842639593908629,0.8490566037735849,0.4647887323943662,0.36000000000000004,0.5501222493887531,0.23185456608300564
0.4,0.6735649747541854,0.27283334353605665,0.5667655786350149,0.6662237576401807,0.24022346368715083,0.8113207547169812,0.5211267605633803,0.3706896551724138,0.5498721227621484,0.24252981597128573
0.39,0.6735649747541854,0.27283334353605665,0.5637982195845698,0.6644631942598991,0.2388888888888889,0.8113207547169812,0.5176056338028169,0.36909871244635195,0.548469387755102,0.24005443985959288
0.45,0.6735649747541854,0.27283334353605665,0.5756676557863502,0.6638320488971565,0.2413793103448276,0.7924528301886793,0.5352112676056338,0.3700440528634361,0.5440414507772021,0.2387028128703296
0.44,0.6735649747541854,0.27283334353605665,0.5727002967359051,0.6620714855168748,0.24,0.7924528301886793,0.5316901408450704,0.3684210526315789,0.5426356589147286,0.23618764814951876
0.29,0.6735649747541854,0.27283334353605665,0.36795252225519287,0.6096532022322615,0.1946564885496183,0.9622641509433962,0.25704225352112675,0.3238095238095238,0.5379746835443038,0.191940729976172
0.35,0.6735649747541854,0.27283334353605665,0.49258160237388726,0.637556470900877,0.21634615384615385,0.8490566037735849,0.426056338028169,0.3448275862068966,0.5357142857142857,0.20605426257050427
0.46,0.6735649747541854,0.27283334353605665,0.5756676557863502,0.6561586500132872,0.23837209302325582,0.7735849056603774,0.5387323943661971,0.36444444444444446,0.5338541666666669,0.2274505287710463
0.3,0.6735649747541854,0.27283334353605665,0.3768545994065282,0.6072614934892373,0.19455252918287938,0.9433962264150944,0.2711267605633803,0.3225806451612903,0.5330490405117271,0.1835521116000449
0.28,0.6735649747541854,0.27283334353605665,0.35311572700296734,0.600850385330853,0.19101123595505617,0.9622641509433962,0.23943661971830985,0.31875,0.5323590814196242,0.18100893440771587
0.27,0.6735649747541854,0.27283334353605665,0.35014836795252224,0.5990898219505714,0.19029850746268656,0.9622641509433962,0.23591549295774647,0.3177570093457944,0.53125,0.17879863796878662
0.48,0.6735649747541854,0.27283334353605665,0.5875370919881305,0.6555275046505449,0.24096385542168675,0.7547169811320755,0.5563380281690141,0.365296803652968,0.5291005291005291,0.2265073010787244
